mid,use_coupon_percentage
709,0.00026
711,0.00052
714,0.00026
715,0.00155
716,0.00026
718,0.00207
721,0.00026
723,0.00103
724,0.00155
729,0.00103
731,0.00026
733,0.00026
734,0.00129
735,0.00026
736,0.00103
739,0.00026
741,0.00362
742,0.00542
743,0.00052
744,0.00077
745,0.00026
747,0.00052
748,0.00077
751,0.00026
752,0.00026
755,0.00077
756,0.00052
760,0.61235
764,0.00052
768,0.01317
772,0.00594
775,0.01860
776,0.00052
777,0.00129
779,0.00284
780,0.00077
8322,0.00026
782,0.00026
788,0.00077
792,0.00052
796,0.00336
797,0.22262
798,0.00103
799,0.00026
800,0.00103
803,0.00052
805,0.00026
806,0.00852
807,0.00026
809,0.00052
810,0.00026
814,0.00207
819,0.00103
822,0.00232
823,0.00129
824,0.00026
825,0.00026
827,0.00052
833,0.00103
834,0.00129
3067,0.00026
840,0.00052
8332,0.00026
844,0.00026
850,0.00077
853,0.00026
854,0.00026
857,0.00155
859,0.00077
860,0.00077
861,0.00103
8212,0.00491
866,0.00026
869,0.00026
874,0.00077
876,0.00207
877,0.00129
880,0.00052
883,0.00052
889,0.00207
890,0.00026
891,0.00103
892,0.00387
894,0.00077
899,0.00026
8342,0.00026
902,0.00052
904,0.00826
909,0.00026
913,0.00801
914,0.00026
915,0.00026
922,0.00026
923,0.00026
924,0.01214
926,0.00026
928,0.00026
929,0.00026
931,0.01007
934,0.00181
937,0.00077
938,0.00026
939,0.00181
941,0.00026
943,0.00052
944,0.00077
945,0.00052
947,0.00026
951,0.00052
952,0.00052
8351,0.00052
958,0.00232
959,0.00026
962,0.00026
963,0.00284
966,0.00077
969,0.00129
970,0.02428
162,0.00026
974,0.00258
977,0.00026
978,0.00026
979,0.00103
982,0.00026
984,0.01214
986,0.00181
988,0.00026
989,0.00103
8357,0.00077
994,0.00207
995,0.00052
996,0.00620
997,0.00026
998,0.00026
1001,0.00284
1004,0.00026
1005,0.00026
1007,0.00026
1011,0.00181
1013,0.00077
1015,0.00181
1016,0.00052
1018,0.00103
1022,0.00026
1023,0.00336
1025,0.00052
1028,0.00052
1029,0.00026
1031,0.00026
1036,0.00026
1037,0.00207
1041,0.09065
1044,0.00077
1052,0.00129
1057,0.00052
1061,0.00077
1065,0.00026
1068,0.00052
8370,0.00052
1071,0.00026
1072,0.01317
1073,0.00077
1075,0.00052
1076,0.00026
1080,0.03383
1082,0.00026
1087,0.00026
1089,0.00026
1091,0.00129
1095,0.00026
1096,0.00026
183,0.00052
1107,0.00026
1109,0.00026
1112,0.00026
1114,0.00026
1115,0.00026
1118,0.00077
1120,0.00026
1123,0.00077
1125,0.03409
1126,0.00026
1127,0.00155
1131,0.00103
1132,0.00052
1136,0.00052
1137,0.00052
190,0.00026
1148,0.00052
1149,0.00052
1153,0.00026
1157,0.00129
1159,0.00052
1160,0.00129
1161,0.00026
1163,0.00026
194,0.00052
1168,0.00026
1169,0.09323
1175,0.00026
1177,0.00052
1180,0.00026
1182,0.00310
1183,0.00026
1185,0.00129
1187,0.00077
1188,0.00258
1191,0.00052
1193,0.00026
1194,0.00258
1197,0.00077
1200,0.00026
8393,0.00026
1210,0.00052
1213,0.00077
1216,0.00310
1219,0.00129
1221,0.00077
1226,0.00052
1227,0.00026
1235,0.00052
1238,0.00026
1240,0.00103
1242,0.00026
1243,0.00103
1244,0.00671
1245,0.00077
1246,0.00052
1253,0.01059
3315,0.00026
1256,0.00077
1258,0.00026
210,0.00026
1264,0.00232
1265,0.00052
1266,0.00077
1268,0.00026
1270,0.00077
1274,0.00026
1275,0.00026
1279,0.00077
1280,0.00026
1281,0.00026
1282,0.00336
1284,0.00077
1286,0.00077
1287,0.00052
1288,0.00103
1290,0.00026
1292,0.00052
1294,0.00026
1296,0.00026
1297,0.00077
1298,0.00103
1300,0.00362
1301,0.00155
1303,0.00026
1307,0.00052
1309,0.00077
1310,0.00052
1315,0.00026
1317,0.00077
1318,0.00026
1320,0.00284
1322,0.00026
1326,0.00026
6591,0.00026
1334,0.00026
1336,0.00258
1338,0.00103
1339,0.00026
1343,0.00026
1344,0.00052
1351,0.00077
1352,0.00026
1355,0.00026
1356,0.00103
1360,0.01085
1361,0.00258
1362,0.00026
1363,0.00026
1366,0.00026
1367,0.00026
1370,0.00026
229,0.00052
1379,0.17149
1380,0.00077
1382,0.00052
1383,0.00026
1386,0.00052
1389,0.00052
1390,0.00775
1391,0.00077
1393,0.00026
1398,0.00362
1403,0.00103
1407,0.00052
1412,0.00103
1413,0.00026
1414,0.00026
1418,0.00052
1422,0.00129
1425,0.00026
1427,0.00026
1430,0.00052
1433,0.16090
1434,0.00568
239,0.00026
1438,0.00026
1439,0.00026
1440,0.01033
1442,0.00026
1443,0.00155
1444,0.00026
1446,0.00026
1447,0.00026
1448,0.00155
1453,0.00026
1457,0.00052
1459,0.00077
1461,0.00026
1464,0.00052
1468,0.00103
1469,0.12216
1472,0.00103
1474,0.00026
1476,0.00026
8438,0.00362
2977,0.00052
1481,0.00155
1483,0.00026
1486,0.00026
1487,0.00052
1489,0.00052
1491,0.00103
1493,0.00077
1495,0.00155
1497,0.00052
1498,0.00077
1141,0.00026
1511,0.00026
1513,0.00026
1514,0.00052
1515,0.00052
1520,0.25439
1522,0.00077
1526,0.00284
1528,0.00077
1529,0.00103
1530,0.00129
1531,0.00026
1532,0.00026
1536,0.00026
1541,0.00052
1542,0.00026
1543,0.00026
1544,0.00181
1546,0.00052
1553,0.00026
8469,0.00026
259,0.00026
1560,0.00052
1564,0.00026
1565,0.00077
1568,0.00026
1569,0.02712
1570,0.00026
1627,0.00103
1573,0.00026
1574,0.00026
1576,0.00284
1578,0.00129
1579,0.00026
1581,0.00103
1583,0.00129
1584,0.00026
1585,0.01188
1586,0.00052
1588,0.00155
1589,0.00026
1594,0.00026
1595,0.00026
1597,0.00077
1599,0.00052
1601,0.00465
1604,0.00026
1605,0.00077
1606,0.00026
1607,0.00052
1610,0.00026
1613,0.00103
1614,0.01834
1616,0.00232
1618,0.00052
1620,0.00129
1623,0.00671
1625,0.00077
1626,0.00026
271,0.00026
1628,0.00052
1631,0.00387
1636,0.00052
1637,0.00026
1638,0.00052
8465,0.00026
1642,0.00026
1644,0.00517
1645,0.00026
1646,0.00310
1647,0.00026
1648,0.00284
1650,0.00026
1653,0.00103
1654,0.00413
1655,0.00052
1656,0.00077
1662,0.00026
1663,0.00103
1672,0.00052
1675,0.00052
1676,0.00052
1680,0.00052
1682,0.00026
1685,0.00026
1686,0.00026
1687,0.00052
1693,0.00258
1697,0.00052
1700,0.00026
1702,0.00129
284,0.00077
1708,0.00155
1713,0.00052
1715,0.02918
1717,0.00155
1718,0.00077
1722,0.00052
1723,0.00026
1725,0.00207
1730,0.00129
1731,0.00052
1732,0.00801
1735,0.00258
1736,0.00129
1738,0.00052
1740,0.00026
1742,0.00052
1744,0.00026
1749,0.00517
1750,0.00052
1751,0.00052
1752,0.00052
1754,0.00129
1755,0.00026
1756,0.00026
1757,0.00026
1763,0.00026
1771,0.00026
1772,0.00103
1775,0.00181
1776,0.00129
1778,0.00284
1784,0.00052
1786,0.00026
1791,0.00052
1793,0.00491
1794,0.00026
1795,0.00026
1798,0.00077
1801,0.00052
1803,0.00052
1805,0.00052
1806,0.00129
1807,0.00181
1808,0.00052
1809,0.00077
1810,0.00232
1812,0.00258
1813,0.00026
1818,0.00026
1820,0.00103
1821,0.00026
304,0.00284
1827,0.00077
1829,0.01317
1830,0.00310
305,0.00026
1837,0.00052
1839,0.00310
1841,0.00155
1842,0.00052
1848,0.00207
308,0.00026
1851,0.00103
1853,0.00155
1855,0.00155
1860,0.00852
1865,0.00310
1866,0.00052
1872,0.00155
1874,0.00026
1876,0.00103
1878,0.00052
1880,0.00026
1881,0.00052
1882,0.00026
1884,0.00052
314,0.00052
1886,0.00026
1888,0.00103
1891,0.00052
1892,0.00723
1893,0.00749
1895,0.00026
1896,0.00155
8508,0.00155
1898,0.00439
1905,0.00775
3049,0.00026
1913,0.00052
1914,0.00026
1915,0.00103
1916,0.00077
1921,0.00026
1923,0.00258
1925,0.00052
1926,0.00026
1927,0.00052
1929,0.00026
1931,0.00052
1932,0.00052
1936,0.00207
1939,0.00026
1941,0.07903
1943,0.00052
1944,0.00181
1945,0.10589
1947,0.00026
1948,0.00129
1949,0.00026
1950,0.00232
1951,0.00207
1954,0.00026
1959,0.00026
1962,0.00181
1963,0.00026
1964,0.00026
1965,0.00026
1968,0.00232
8520,0.00181
1971,0.00026
1975,0.00052
1984,0.00026
1989,0.00026
1993,0.00284
1997,0.00026
1998,0.00026
1999,0.00026
2002,0.00077
2003,0.00026
2005,0.00026
2007,0.00207
2010,0.00181
2014,0.00026
8796,0.00103
2017,0.00026
2019,0.00052
2020,0.00310
2022,0.00801
2025,0.00026
2028,0.00077
2030,0.00052
2035,0.00052
2036,0.02660
2046,0.00103
2050,0.01782
2051,0.00052
2053,0.00103
2055,0.00103
8535,0.00052
2062,0.00077
2065,0.00026
2066,0.00026
2067,0.00052
2069,0.00103
2070,0.00517
2071,0.00077
2074,0.00026
2075,0.00077
2080,0.00801
2081,0.00026
2085,0.00052
2087,0.00026
2089,0.00026
2091,0.00052
2092,0.00026
2094,0.00026
2099,0.31095
2100,0.00103
2104,0.00181
2106,0.00671
2107,0.00362
2109,0.00052
2110,0.00077
2112,0.00026
2113,0.00026
2119,0.00207
2120,0.00026
2121,0.00026
2122,0.00052
2127,0.00052
2128,0.00026
2130,0.00077
8547,0.00077
2136,0.00362
2138,0.00026
2142,0.00026
2143,0.00052
2144,0.00052
2145,0.00026
2146,0.00981
2150,0.00026
2157,0.00052
2164,0.00310
2166,0.00077
2167,0.00232
2168,0.00052
2169,0.00207
2172,0.00052
2177,0.00155
2181,0.00026
2186,0.00077
2187,0.00077
2189,0.00052
2190,0.00026
2195,0.00052
2198,0.00052
2202,0.00310
2203,0.00103
2206,0.00077
2207,0.00026
2208,0.00103
2213,0.00052
2215,0.00052
2217,0.00052
2219,0.00103
2222,0.00026
2224,0.00052
2225,0.00155
2226,0.00077
2227,0.00077
2232,0.00077
2233,0.00129
2237,0.00052
2240,0.00077
2241,0.00258
2244,0.00077
2247,0.00413
2252,0.00026
2257,0.00181
2258,0.00026
2259,0.00026
2262,0.00258
2264,0.00129
2267,0.00026
2268,0.00077
2269,0.00465
7205,0.00026
2277,0.00620
2279,0.00129
2281,0.00077
2282,0.00026
2285,0.00181
2287,0.00052
2288,0.00542
2290,0.00026
2296,0.00181
2301,0.00026
2305,0.00026
2306,0.00207
2308,0.00077
2309,0.00026
2310,0.00026
2311,0.00052
2313,0.00026
2314,0.00258
2315,0.00026
2319,0.00491
2320,0.00207
2321,0.00026
2322,0.00155
8580,0.01446
2331,0.00103
2333,0.00155
8261,0.00026
2335,0.00026
2338,0.00103
2339,0.00568
2342,0.02789
2343,0.00026
2345,0.02454
2347,0.00026
2352,0.00155
2361,0.00491
2363,0.00077
2365,0.00129
2366,0.00026
2368,0.00181
2369,0.00052
2371,0.00052
2372,0.00052
2374,0.00026
2381,0.00026
2382,0.00052
397,0.00594
2385,0.00026
2389,0.00026
2390,0.00103
2394,0.00052
2399,0.00181
2400,0.00052
2403,0.00181
2404,0.00465
2408,0.00336
2414,0.00026
2420,0.00077
2422,0.00542
2423,0.00052
2429,0.00026
2430,0.00026
2432,0.00026
2433,0.00904
2434,0.00103
2435,0.00026
2436,0.11983
2437,0.00052
2438,0.00181
2440,0.00181
2441,0.00336
2442,0.00052
2445,0.00077
2446,0.00026
2449,0.00026
2450,0.00026
2451,0.00026
2452,0.00026
2454,0.01653
8601,0.00026
2456,0.00026
2458,0.00026
2459,0.00026
2460,0.00026
2461,0.02118
2463,0.00336
2467,0.00026
2472,0.00026
2479,0.00129
8606,0.00026
2487,0.00207
2488,0.00077
2490,0.00103
2491,0.00103
2496,0.00026
416,0.00103
2498,0.00026
2503,0.00155
2504,0.00517
2505,0.00052
2510,0.00026
8267,0.00052
2519,0.00232
2520,0.00207
421,0.00026
2531,0.00026
2532,0.00052
422,0.00026
2535,0.00026
2536,0.00026
2545,0.00026
2549,0.00387
2550,0.00077
2552,0.00052
2554,0.00077
2556,0.00026
2558,0.00129
2559,0.00258
2560,0.00026
2561,0.00026
427,0.00026
2566,0.00052
2567,0.00103
2568,0.00052
2574,0.00155
2576,0.00052
2577,0.00026
2582,0.00052
2583,0.00026
2585,0.00026
2586,0.00026
2587,0.00026
2589,0.00052
2592,0.00181
2593,0.00181
2594,0.00026
2595,0.00026
2596,0.00052
2597,0.00026
2598,0.00026
2602,0.00052
2606,0.00207
2609,0.00155
2610,0.02712
2613,0.00052
2614,0.00026
2615,0.00181
2616,0.00103
2617,0.00026
2619,0.00930
2620,0.00052
2621,0.00026
2622,0.01911
2624,0.00026
2625,0.00310
2629,0.00026
2632,0.00026
2634,0.00155
2635,0.00775
2637,0.00026
2640,0.00026
2645,0.00258
2646,0.00026
2652,0.00103
8634,0.00052
2655,0.00258
2656,0.00077
2658,0.00052
2659,0.00026
2660,0.00026
2661,0.00465
2662,0.00207
2665,0.00026
2667,0.00439
2668,0.00077
2669,0.00026
2671,0.00077
2673,0.00026
2675,0.00594
2676,0.00232
2678,0.00129
2679,0.00026
2681,0.00052
2682,0.00026
2685,0.00052
2691,0.00801
2693,0.00181
449,0.00077
2696,0.00026
2701,0.00052
2702,0.00052
2703,0.00077
2705,0.00103
8643,0.00026
2709,0.02634
2712,0.00026
2714,0.00671
2720,0.00026
2722,0.00077
2723,0.00026
2726,0.00077
2731,0.01188
2733,0.00052
2735,0.00026
2736,0.00207
2737,0.00052
2738,0.00129
2746,0.00026
2748,0.00026
2749,0.00129
2752,0.00026
2754,0.00026
2755,0.00026
2756,0.00077
2757,0.00026
2762,0.00207
2764,0.00026
2765,0.02479
461,0.00077
2772,0.00026
8655,0.00026
2780,0.00026
2781,0.00052
2783,0.00181
2784,0.00026
2785,0.00026
2786,0.01446
1831,0.00052
2804,0.00568
2811,0.00026
2813,0.03125
2823,0.00155
2825,0.00026
2827,0.00026
2828,0.00077
2834,0.00052
2835,0.00542
2837,0.00077
2839,0.00026
2842,0.00026
8278,0.00103
2847,0.00077
2848,0.01007
2851,0.00026
2852,0.00258
2853,0.00026
2854,0.00310
2855,0.00077
2857,0.00129
2860,0.00026
2863,0.00026
2868,0.00026
2869,0.00103
2872,0.00129
2873,0.00052
2875,0.00026
2876,0.00077
2877,0.00052
2879,0.00052
2882,0.00026
2883,0.00181
2885,0.00052
2887,0.00026
2889,0.00646
2894,0.00052
2899,0.00103
2900,0.00026
2901,0.00052
2902,0.00077
2904,0.00052
2905,0.00052
2908,0.00052
2909,0.00077
2911,0.00052
2912,0.00026
2913,0.00155
2914,0.00620
2919,0.00052
2920,0.00026
2923,0.00362
2926,0.00129
2927,0.00052
2929,0.00026
2930,0.00232
2932,0.00207
2934,0.37448
2938,0.00052
2940,0.00155
2941,0.01188
2942,0.00026
2944,0.00258
2945,0.00026
2950,0.00026
2954,0.00052
2957,0.00052
2961,0.00026
2963,0.00232
2964,0.00026
2966,0.00026
2969,0.00181
2970,0.03306
2972,0.00026
2973,0.00362
2975,0.00103
2976,0.01730
496,0.00077
2978,0.00077
2979,0.00077
2981,0.00077
2982,0.00026
2985,0.00077
2987,0.00103
2989,0.00026
2990,0.00026
2993,0.00026
2995,0.02040
2996,0.00052
2999,0.00052
3004,0.00026
3005,0.00026
3007,0.00207
3008,0.00026
3009,0.00155
3013,0.00077
3015,0.00026
3017,0.00052
3018,0.00026
3020,0.00026
3021,0.00026
3022,0.00232
3025,0.00310
3028,0.00284
3035,0.00155
3037,0.00103
3038,0.00413
3045,0.00129
3046,0.00723
3047,0.00026
8700,0.00026
3052,0.00052
3053,0.00026
8703,0.00026
3068,0.00052
3071,0.00077
3072,0.00077
3074,0.00052
3075,0.00181
3076,0.00207
3078,0.00052
3081,0.00026
3082,0.00026
8706,0.00077
3086,0.00052
3089,0.00026
3091,0.00052
3094,0.00026
3095,0.00026
3096,0.00801
3097,0.00026
3101,0.00491
3102,0.00155
3103,0.00026
3104,0.00103
3105,0.00129
3106,0.00026
3107,0.00026
3110,0.00026
3111,0.00052
3112,0.00775
3114,0.00749
8711,0.00155
3116,0.00026
3117,0.00103
3120,0.00052
3123,0.00878
3124,0.00026
3127,0.00026
3130,0.00077
3131,0.00026
3133,0.00155
3137,0.00052
3139,0.00310
3140,0.00155
3141,0.00026
524,0.00077
3146,0.00052
3152,0.00026
3155,0.00129
3157,0.00026
3158,0.00207
3162,0.00155
3163,0.00026
3164,0.00052
3165,0.00284
3167,0.00026
3168,0.00052
3169,0.00026
3170,0.00310
3171,0.00594
3172,0.00284
3173,0.00258
3174,0.00026
3175,0.00155
3182,0.00336
3184,0.00026
3189,0.00077
3191,0.00077
3192,0.00077
3196,0.00026
3198,0.00026
3199,0.00052
3202,0.00026
3203,0.00052
3205,0.00155
3210,0.00258
3211,0.00026
3218,0.00155
3222,0.00026
3229,0.00026
3230,0.00026
3231,0.00568
3232,0.01860
3233,0.00103
3235,0.00026
3236,0.00052
3237,0.00026
3239,0.00232
3240,0.00026
3241,0.00594
3245,0.00077
3248,0.00103
3250,0.00077
3251,0.02660
381,0.00026
3256,0.00026
3257,0.00439
3261,0.00026
3263,0.00026
3267,0.00155
3269,0.00077
3273,0.00052
3276,0.00026
3279,0.00077
3281,0.00026
3282,0.00052
547,0.00362
3284,0.12087
3287,0.00026
3288,0.00310
3289,0.00052
3290,0.00077
3291,0.00258
3293,0.04313
3298,0.00646
3299,0.00232
3301,0.00026
3304,0.00026
3305,0.00103
8839,0.00129
3310,0.00077
3312,0.00103
3283,0.10744
3316,0.00026
3318,0.00129
3319,0.00026
3322,0.00129
554,0.00026
3326,0.00026
3328,0.00077
3330,0.00052
3333,0.00026
3337,0.00284
3338,0.00207
3339,0.00026
3340,0.00026
3342,0.00413
3346,0.00129
3349,0.00026
3352,0.00026
3353,0.00232
3360,0.00775
560,0.00052
3362,0.00439
3364,0.00026
561,0.00129
112,0.00026
3370,0.00077
3372,0.00026
3378,0.00026
3379,0.00077
3381,0.37190
3387,0.00026
3388,0.00026
3389,0.00155
3390,0.00052
3391,0.00026
3394,0.02583
3396,0.00026
3398,0.00026
3401,0.00077
3403,0.03383
3405,0.00026
3406,0.00258
3410,0.00052
3411,0.00026
459,0.00026
3417,0.00026
3419,0.00026
3423,0.00052
3424,0.00026
3426,0.00052
3429,0.00052
3431,0.00362
3434,0.00077
3440,0.00026
3441,0.00181
3442,0.00129
3445,0.00052
3447,0.00207
3449,0.00232
3450,0.00026
3453,0.00052
3455,0.00052
3462,0.00052
3465,0.00026
3466,0.00026
3468,0.00129
3472,0.00439
3473,0.00077
3477,0.00155
3479,0.00181
3480,0.00103
8772,0.00026
3482,0.00077
3483,0.00052
3486,0.00026
3488,0.00077
3489,0.00542
3490,0.00077
3492,0.00129
3493,0.00258
3495,0.00103
3499,0.00310
3502,0.00026
3505,0.00052
3507,0.00052
3512,0.00155
3513,0.00181
3516,0.00026
3518,0.00878
3519,0.00052
3522,0.00052
3525,0.00026
3527,0.00852
3529,0.00052
3530,0.00077
3532,0.29158
3533,0.01343
3534,0.00052
3537,0.00052
3539,0.00052
3545,0.00258
3546,0.01601
3547,0.00026
3548,0.00026
3549,0.00052
3550,0.00362
3551,0.00077
3552,0.00026
3553,0.00026
3554,0.00052
3555,0.00077
3557,0.00077
3559,0.00129
3561,0.00155
3562,0.00052
3565,0.00077
3566,0.00077
3567,0.00026
3568,0.00284
3569,0.00052
3570,0.00981
3571,0.00026
3572,0.00026
3573,0.00077
3574,0.00026
3584,0.00052
3590,0.00052
3594,0.00052
3597,0.01937
3599,0.00749
3600,0.00052
3602,0.00077
3607,0.00026
3608,0.00077
3609,0.00026
3611,0.00103
3616,0.00103
3620,0.00026
3621,0.20532
3622,0.00155
3625,0.01291
3628,0.00439
3630,0.00310
3635,0.00026
3641,0.00568
3642,0.00026
3644,0.00155
3645,0.00052
3646,0.00129
3647,0.00026
3651,0.00103
3652,0.00026
3654,0.00052
3655,0.00362
3656,0.00671
3660,0.00026
3661,0.00052
3663,0.00181
3665,0.00052
3669,0.00052
3673,0.00775
3674,0.00077
3675,0.00026
3676,0.00026
3679,0.00052
3680,0.00052
8806,0.00103
615,0.00026
3692,0.00026
3693,0.00052
3694,0.00026
3695,0.00026
8808,0.00336
3698,0.00052
3702,0.00026
617,0.00026
3706,0.00129
3707,0.00026
3709,0.00129
3710,0.08445
3711,0.00026
3717,0.00129
620,0.00026
3722,0.00956
3724,0.00026
3725,0.00103
3728,0.00310
3729,0.00077
3732,0.00103
3733,0.00077
3740,0.00077
3743,0.00103
3745,0.00052
3747,0.00026
3748,0.00052
3750,0.00155
3752,0.00052
3753,0.00077
3755,0.00103
3757,0.00026
