mid,x1
230,31.00
231,10.00
232,3.00
233,61.00
234,2.00
235,1.00
236,5.00
237,6.00
238,14.00
239,34.00
240,9.00
241,5.00
242,18.00
243,7.00
244,1.00
245,18.00
246,91.00
247,5.00
248,6.00
249,6.00
250,36.00
251,48.00
253,5.00
255,17.00
256,13.00
257,4.00
259,18.00
261,27.00
262,119.00
263,4.00
265,2.00
266,23.00
267,2.00
268,5.00
269,17.00
270,25.00
271,7.00
272,9.00
273,4.00
274,2.00
275,17.00
276,10.00
277,1.00
278,11.00
279,20.00
280,2.00
281,62.00
282,7.00
283,15.00
284,18.00
285,5.00
286,232.00
287,3.00
289,17.00
290,16.00
291,11.00
292,6.00
293,7.00
294,1.00
295,31.00
296,12.00
297,19.00
298,40.00
299,16.00
300,14.00
301,14.00
302,26.00
303,146.00
304,35.00
305,38.00
307,2.00
308,16.00
310,2.00
311,6.00
312,2.00
313,1.00
314,160.00
315,4.00
316,3.00
317,13.00
318,4.00
319,7.00
321,11.00
323,3.00
324,5.00
325,5.00
326,23.00
327,9.00
328,26.00
329,50.00
330,13.00
331,7.00
332,7.00
333,5.00
334,6.00
335,6.00
337,17.00
338,8.00
339,5.00
340,2.00
341,5.00
342,170.00
343,43.00
344,8.00
345,12.00
346,16.00
348,6.00
349,7.00
350,9.00
351,59.00
353,9.00
354,10.00
355,15.00
356,7.00
357,33.00
358,9.00
359,4.00
360,5.00
361,2.00
362,33.00
363,10.00
364,13.00
365,12.00
366,1.00
367,4.00
368,16.00
369,4.00
371,21.00
372,115.00
373,53.00
374,8.00
375,24.00
376,1.00
377,11.00
378,11.00
379,23.00
380,1752.00
381,11.00
382,249.00
383,4.00
384,33.00
385,29.00
386,22.00
387,5.00
388,236.00
389,10.00
391,280.00
393,10.00
394,17.00
395,23.00
396,12.00
397,81.00
398,142.00
399,7.00
400,35.00
401,2.00
402,5.00
403,17.00
405,3.00
406,27.00
407,5.00
408,24.00
409,13.00
410,49.00
411,54.00
412,43.00
413,7.00
415,6.00
416,10.00
417,4.00
419,29.00
420,41.00
421,13.00
422,12.00
423,60.00
424,12.00
425,22.00
426,10.00
427,16.00
428,12.00
429,3.00
430,8.00
431,33.00
432,4.00
433,5.00
434,43.00
435,54.00
436,20.00
437,5.00
438,9.00
440,11.00
441,109.00
443,6.00
445,22.00
446,3.00
447,37.00
448,1.00
449,18.00
450,9740.00
451,210.00
452,7.00
453,9.00
454,11.00
455,13.00
456,44.00
457,84.00
458,3.00
459,9.00
460,32.00
461,30.00
462,11.00
463,42.00
464,38.00
465,16.00
468,4.00
469,17.00
470,3.00
471,17.00
472,2.00
474,9.00
475,3.00
476,9.00
477,122.00
478,63.00
479,2.00
480,17.00
481,9.00
482,6.00
483,37.00
484,3.00
485,2.00
486,2.00
487,30.00
488,21.00
489,6.00
490,17.00
491,8.00
492,46.00
493,12.00
494,10.00
495,61.00
496,22.00
497,41.00
498,6.00
499,7.00
500,5.00
501,5.00
502,16.00
503,183.00
504,8.00
505,11.00
506,11.00
508,132.00
509,9.00
510,3.00
511,2.00
512,99.00
513,2.00
514,476.00
515,2.00
516,7.00
517,1190.00
518,22.00
519,17.00
520,4.00
521,29.00
522,7.00
523,15.00
524,48.00
525,3.00
526,3.00
527,15.00
528,1.00
529,7.00
530,22.00
531,73.00
533,4.00
534,5.00
535,13.00
537,5.00
538,6.00
539,374.00
540,17.00
541,20.00
543,46.00
544,11.00
545,22.00
546,2.00
547,174.00
548,3.00
549,23.00
550,10.00
551,3.00
553,8.00
554,27.00
555,53.00
556,9.00
557,13.00
558,7.00
559,2.00
560,6.00
561,31.00
562,12.00
564,20.00
565,8.00
567,8.00
568,3.00
569,11.00
570,10.00
571,8.00
572,2.00
573,26.00
574,53.00
575,12.00
576,201.00
577,21.00
578,4.00
580,4.00
581,12.00
582,66.00
583,2.00
584,8.00
586,1.00
587,36.00
588,4.00
589,19.00
590,8.00
591,14.00
592,26.00
593,23.00
595,4.00
596,4.00
597,9.00
598,20.00
599,113.00
600,71.00
601,30.00
602,11.00
604,35.00
605,86.00
606,4.00
607,11.00
608,3.00
609,9.00
610,6.00
611,802.00
612,4.00
613,9.00
614,5.00
615,26.00
616,6.00
617,20.00
618,162.00
619,51.00
620,45.00
621,48.00
623,2.00
624,19.00
625,6.00
626,28.00
627,6.00
628,12.00
629,572.00
630,2.00
631,1.00
632,39.00
633,1.00
634,9.00
635,7.00
636,6.00
637,10.00
638,27.00
639,11.00
640,67.00
641,6.00
642,496.00
643,77.00
644,1.00
645,6.00
646,15.00
647,1.00
648,22.00
649,104.00
650,4.00
652,3.00
653,5.00
654,3.00
655,3.00
656,53.00
657,1.00
658,13.00
659,16.00
660,13.00
662,21.00
663,41.00
664,36.00
665,85.00
666,3.00
667,16.00
669,5.00
670,55.00
671,8.00
672,51.00
673,5.00
674,63.00
675,24.00
676,3.00
677,65.00
678,2.00
679,1.00
680,230.00
682,7.00
683,13.00
684,8.00
685,132.00
686,6.00
687,10.00
688,6.00
690,11.00
691,9.00
692,4.00
693,14.00
694,2.00
695,3.00
696,1.00
697,6.00
698,58.00
699,37.00
700,17.00
701,21.00
702,3.00
703,3.00
704,10.00
705,3.00
706,12.00
707,27.00
708,7.00
709,67.00
710,2.00
711,67.00
712,10.00
713,4.00
714,39.00
715,19.00
716,10.00
717,1.00
718,13.00
719,19.00
720,2.00
721,5.00
723,62.00
724,72.00
725,3.00
726,3.00
728,4.00
729,79.00
730,7.00
731,18.00
732,1.00
733,7.00
734,62.00
735,16.00
736,13.00
737,3.00
738,2.00
741,169.00
742,262.00
743,9.00
744,347.00
745,8.00
746,14.00
747,9.00
748,3.00
749,6.00
750,24.00
751,6.00
752,20.00
753,2.00
754,6.00
755,76.00
756,15.00
757,12.00
758,4.00
759,10.00
760,13764.00
761,5.00
762,3.00
763,10.00
764,8.00
765,9.00
766,9.00
767,28.00
768,27.00
770,33.00
771,23.00
772,728.00
773,10.00
774,13.00
775,597.00
776,2.00
777,52.00
778,1.00
779,74.00
780,14.00
781,3.00
782,11.00
783,1.00
784,10.00
785,7.00
786,116.00
787,3.00
788,12.00
789,7.00
790,2.00
791,15.00
792,71.00
793,1.00
794,24.00
795,36.00
796,134.00
797,3370.00
798,30.00
799,35.00
800,96.00
801,7.00
802,6.00
803,21.00
804,31.00
805,32.00
806,177.00
807,7.00
809,52.00
810,3.00
811,33.00
812,5.00
813,4.00
816,10.00
817,1.00
818,4.00
819,33.00
820,2.00
821,4.00
822,72.00
823,6.00
824,16.00
825,34.00
827,8.00
828,3.00
829,1.00
830,4.00
832,7.00
833,106.00
834,12.00
835,7.00
836,25.00
837,4.00
838,5.00
839,14.00
840,29.00
841,6.00
842,3.00
843,1.00
844,52.00
845,6.00
846,3.00
847,5.00
848,9.00
849,19.00
850,14.00
851,1.00
853,14.00
854,27.00
855,5.00
856,8.00
857,6.00
858,4.00
859,15.00
860,16.00
861,9.00
862,7.00
863,3.00
864,7.00
865,23.00
866,8.00
867,6.00
868,3.00
869,104.00
870,2.00
871,44.00
872,5.00
873,1.00
874,86.00
875,1.00
876,108.00
877,443.00
878,3.00
879,8.00
880,12.00
881,9.00
882,25.00
883,31.00
884,5.00
885,16.00
886,1.00
887,6.00
888,25.00
889,64.00
890,6.00
891,1.00
892,351.00
893,10.00
894,15.00
895,10.00
896,1.00
897,2.00
898,60.00
900,25.00
901,13.00
902,16.00
903,2.00
904,329.00
905,7.00
906,2.00
907,8.00
908,5.00
909,5.00
910,5.00
911,24.00
912,12.00
913,131.00
914,10.00
915,148.00
916,2.00
917,3.00
918,6.00
919,12.00
920,3.00
921,33.00
922,1.00
923,10.00
924,341.00
925,5.00
926,16.00
927,24.00
928,14.00
930,17.00
931,134.00
932,7.00
933,3.00
935,8.00
936,19.00
937,7.00
938,36.00
939,280.00
940,1.00
941,53.00
942,7.00
943,10.00
944,4.00
945,18.00
946,14.00
948,24.00
949,49.00
950,5.00
951,24.00
952,11.00
953,15.00
954,1.00
955,5.00
956,17.00
958,160.00
959,19.00
960,20.00
961,68.00
962,20.00
963,40.00
964,7.00
965,8.00
966,4.00
967,4.00
968,7.00
970,663.00
971,19.00
972,10.00
973,6.00
974,167.00
975,12.00
976,3.00
977,6.00
979,16.00
980,6.00
981,2.00
982,9.00
983,48.00
984,582.00
985,4.00
986,197.00
987,4.00
988,20.00
989,44.00
990,12.00
991,13.00
992,9.00
994,27.00
995,11.00
996,120.00
997,57.00
999,3.00
1000,4.00
1001,22.00
1002,10.00
1003,5.00
1004,371.00
1005,27.00
1007,28.00
1008,11.00
1009,6.00
1010,10.00
1011,85.00
1012,1.00
1013,81.00
1014,2.00
1015,30.00
1016,10.00
1017,11.00
1018,9.00
1019,11.00
1020,3.00
1021,5.00
1022,6.00
1023,67.00
1024,13.00
1025,8.00
1026,16.00
1027,12.00
1028,37.00
1030,26.00
1031,5.00
1032,5.00
1033,4.00
1034,21.00
1035,8.00
1036,68.00
1037,74.00
1039,6.00
1040,12.00
1041,2836.00
1042,14.00
1043,34.00
1044,18.00
1045,6.00
1046,15.00
1047,2.00
1048,2.00
1049,6.00
1050,3.00
1051,27.00
1052,41.00
1053,7.00
1054,1.00
1055,1.00
1057,34.00
1058,24.00
1059,14.00
1060,32.00
1061,56.00
1062,10.00
1063,1.00
1064,16.00
1065,19.00
1066,5.00
1068,28.00
1069,2.00
1070,10.00
1071,6.00
1072,598.00
1073,163.00
1074,9.00
1075,11.00
1076,5.00
1077,15.00
1078,2.00
1079,4.00
1080,4212.00
1081,23.00
1082,7.00
1083,72.00
1084,4.00
1085,12.00
1086,3.00
1087,18.00
1088,7.00
1089,15.00
1090,2.00
1091,25.00
1092,15.00
1093,15.00
1094,7.00
1095,15.00
1096,19.00
1097,5.00
1098,6.00
1099,12.00
1100,7.00
1101,6.00
1102,2.00
1103,8.00
1105,15.00
1106,6.00
1107,15.00
1108,6.00
1109,12.00
1110,19.00
1111,41.00
1112,5.00
1113,9.00
1114,5.00
1115,47.00
1116,2.00
1117,4.00
1118,12.00
1119,1.00
1120,4.00
1121,4.00
1122,11.00
1123,11.00
1124,10.00
1125,2920.00
1126,15.00
1127,52.00
1128,1.00
1129,7.00
1130,5.00
1131,8.00
1132,24.00
1133,5.00
1134,65.00
1135,10.00
1136,34.00
1137,15.00
1138,6.00
1139,4.00
1140,8.00
1141,37.00
1142,18.00
1143,43.00
1144,8.00
1145,17.00
1147,8.00
1148,120.00
1149,15.00
1150,1.00
1151,9.00
1152,9.00
1153,12.00
1154,7.00
1155,13.00
1157,165.00
1158,7.00
1159,59.00
1160,47.00
1161,4.00
1162,18.00
1163,56.00
1164,1.00
1165,23.00
1166,6.00
1167,5.00
1168,31.00
1169,3430.00
1170,2.00
1171,3.00
1172,18.00
1173,7.00
1174,6.00
1175,87.00
1176,1.00
1177,35.00
1178,13.00
1179,4.00
1180,52.00
1181,17.00
1182,155.00
1183,16.00
1184,12.00
1185,18.00
1186,17.00
1187,28.00
1188,22.00
1189,7.00
1190,2.00
1191,38.00
1192,20.00
1193,125.00
1194,90.00
1195,14.00
1196,5.00
1197,13.00
1198,5.00
1199,6.00
1201,23.00
1202,2.00
1203,18.00
1204,11.00
1205,3.00
1206,4.00
1207,7.00
1208,74.00
1209,2.00
1210,4.00
1211,8.00
1212,8.00
1213,26.00
1214,69.00
1215,45.00
1216,41.00
1217,3.00
1218,44.00
1219,29.00
1220,2.00
1221,116.00
1222,1.00
1224,4.00
1225,9.00
1226,17.00
1227,5.00
1228,9.00
1229,1.00
1230,13.00
1231,5.00
1232,2.00
1233,18.00
1235,19.00
1236,4.00
1237,2.00
1238,5.00
1239,8.00
1240,8.00
1241,3.00
1242,26.00
1243,45.00
1244,361.00
1245,4.00
1248,2.00
1249,3.00
1250,1.00
1251,13.00
1252,10.00
1253,42.00
1254,7.00
1255,11.00
1256,41.00
1257,106.00
1258,7.00
1259,2.00
1262,2.00
1263,1.00
1264,47.00
1265,6.00
1266,54.00
1267,15.00
1268,6.00
1269,5.00
1270,33.00
1271,20.00
1272,10.00
1273,10.00
1274,18.00
1275,6.00
1277,8.00
1279,18.00
1280,4.00
1281,11.00
1282,89.00
1283,1.00
1284,20.00
1285,5.00
1286,18.00
1288,28.00
1289,3.00
1290,3.00
1291,19.00
1292,11.00
1293,5.00
1295,7.00
1296,1.00
1297,16.00
1298,45.00
1299,18.00
1300,181.00
1301,23.00
1303,6.00
1304,8.00
1305,45.00
1306,5.00
1307,6.00
1308,24.00
1309,23.00
1310,47.00
1311,5.00
1312,16.00
1313,18.00
1314,41.00
1315,4.00
1316,17.00
1317,23.00
1318,1.00
1319,14.00
1320,139.00
1321,2.00
1322,28.00
1324,11.00
1325,1.00
1326,1.00
1327,3.00
1328,10.00
1329,13.00
1330,3.00
1331,6.00
1332,14.00
1333,10.00
1334,4.00
1336,318.00
1337,30.00
1338,10.00
1339,31.00
1341,5.00
1342,72.00
1343,29.00
1344,5.00
1345,47.00
1346,10.00
1347,23.00
1348,11.00
1351,19.00
1352,125.00
1353,20.00
1354,10.00
1355,10.00
1356,9.00
1357,10.00
1358,14.00
1359,9.00
1360,172.00
1361,55.00
1362,27.00
1363,14.00
1365,8.00
1366,8.00
1367,46.00
1368,26.00
1369,3.00
1370,58.00
1371,2.00
1372,9.00
1373,5.00
1375,6.00
1376,3.00
1377,31.00
1378,8.00
1379,5845.00
1380,6.00
1381,7.00
1382,16.00
1383,15.00
1384,6.00
1385,7.00
1386,1.00
1387,2.00
1388,6.00
1390,30.00
1391,21.00
1392,5.00
1393,26.00
1395,2.00
1396,5.00
1397,27.00
1398,82.00
1399,4.00
1400,13.00
1401,8.00
1402,1.00
1403,150.00
1404,7.00
1405,6.00
1406,31.00
1407,4.00
1408,9.00
1409,7.00
1410,2.00
1412,78.00
1413,28.00
1414,6.00
1415,21.00
1416,3.00
1417,63.00
1418,96.00
1419,7.00
1420,8.00
1421,10.00
1422,18.00
1423,12.00
1424,1.00
1425,9.00
1426,3.00
1427,45.00
1428,12.00
1429,5.00
1430,33.00
1431,7.00
1432,16.00
1433,7451.00
1434,40.00
1435,52.00
1436,22.00
1437,2.00
1438,6.00
1439,13.00
1440,397.00
1441,6.00
1442,10.00
1443,68.00
1444,18.00
1445,13.00
1446,48.00
1447,33.00
1448,67.00
1449,18.00
1450,23.00
1451,11.00
1452,79.00
1453,17.00
1454,62.00
1456,1.00
1457,7.00
1458,7.00
1459,9.00
1460,6.00
1461,21.00
1462,7.00
1464,48.00
1465,7.00
1466,5.00
1468,11.00
1469,11593.00
1470,7.00
1472,50.00
1474,101.00
1475,3.00
1476,28.00
1478,9.00
1479,9.00
1481,21.00
1482,14.00
1483,2.00
1484,1.00
1485,5.00
1486,6.00
1487,22.00
1488,4.00
1489,6.00
1490,21.00
1491,92.00
1492,23.00
1493,9.00
1494,517.00
1495,255.00
1496,12.00
1497,34.00
1498,75.00
1499,7.00
1501,4.00
1502,7.00
1503,5.00
1504,8.00
1505,4.00
1506,10.00
1507,10.00
1508,20.00
1509,14.00
1510,18.00
1511,5.00
1512,6.00
1513,45.00
1514,29.00
1515,30.00
1516,25.00
1517,1.00
1518,1.00
1519,2.00
1521,19.00
1522,17.00
1523,3.00
1524,1.00
1525,13.00
1526,116.00
1527,6.00
1529,28.00
1530,116.00
1531,27.00
1532,5.00
1533,1.00
1534,7.00
1536,6.00
1538,4.00
1539,21.00
1540,138.00
1541,40.00
1542,8.00
1543,6.00
1544,53.00
1546,5.00
1548,8.00
1549,8.00
1550,1.00
1551,8.00
1552,2.00
1553,31.00
1554,74.00
1555,7.00
1556,4.00
1558,3.00
1559,10.00
1561,9.00
1562,7.00
1563,11.00
1564,4.00
1565,8.00
1566,27.00
1568,27.00
1569,814.00
1570,70.00
1571,134.00
1572,8.00
1573,4.00
1574,65.00
1575,5.00
1576,53.00
1577,5.00
1578,20.00
1579,49.00
1580,291.00
1581,14.00
1582,11.00
1583,13.00
1585,448.00
1586,8.00
1587,9.00
1588,80.00
1589,4.00
1590,2.00
1591,15.00
1592,12.00
1593,2.00
1594,8.00
1595,7.00
1597,36.00
1598,209.00
1599,16.00
1600,2.00
1601,76.00
1602,7.00
1603,3.00
1604,21.00
1605,11.00
1606,31.00
1607,11.00
1608,9.00
1610,25.00
1611,2.00
1612,7.00
1613,44.00
1614,491.00
1615,21.00
1616,58.00
1617,6.00
1618,4.00
1620,106.00
1621,16.00
1622,1.00
1623,284.00
1624,6.00
1625,7.00
1626,34.00
1627,47.00
1628,9.00
1629,4.00
1630,5.00
1631,79.00
1632,3.00
1633,8.00
1634,7.00
1635,29.00
1636,26.00
1637,192.00
1638,44.00
1640,33.00
1641,15.00
1642,11.00
1643,10.00
1644,83.00
1645,4.00
1646,56.00
1647,12.00
1648,44.00
1649,20.00
1650,59.00
1651,18.00
1652,3.00
1653,75.00
1654,129.00
1655,35.00
1656,448.00
1657,1.00
1658,7.00
1659,8.00
1660,5.00
1661,12.00
1662,30.00
1663,136.00
1664,4.00
1665,4.00
1666,3.00
1667,4.00
1668,9.00
1669,1.00
1670,13.00
1671,9.00
1672,22.00
1673,11.00
1675,46.00
1676,26.00
1677,5.00
1678,2.00
1679,25.00
1680,11.00
1681,1.00
1682,16.00
1683,4.00
1684,8.00
1685,19.00
1686,17.00
1687,21.00
1690,2.00
1691,12.00
1692,13.00
1693,16.00
1694,9.00
1695,6.00
1697,22.00
1698,6.00
1699,4.00
1700,52.00
1701,8.00
1702,3.00
1703,7.00
1705,7.00
1706,23.00
1707,7.00
1708,43.00
1709,7.00
1710,29.00
1711,5.00
1712,5.00
1713,98.00
1714,19.00
1715,1128.00
1718,18.00
1719,10.00
1720,4.00
1721,4.00
1722,9.00
1723,6.00
1724,13.00
1725,39.00
1726,1.00
1727,1.00
1728,4.00
1729,18.00
1730,10.00
1731,20.00
1732,796.00
1733,5.00
1734,5.00
1735,290.00
1736,16.00
1737,9.00
1738,20.00
1739,12.00
1740,4.00
1741,21.00
1742,70.00
1743,8.00
1745,4.00
1746,7.00
1747,23.00
1748,16.00
1749,153.00
1750,41.00
1751,19.00
1752,3.00
1754,184.00
1755,13.00
1756,12.00
1757,9.00
1758,9.00
1759,15.00
1760,10.00
1761,17.00
1762,26.00
1763,13.00
1764,37.00
1765,90.00
1766,5.00
1767,47.00
1768,51.00
1769,27.00
1770,10.00
1771,2.00
1772,131.00
1773,5.00
1774,37.00
1775,396.00
1776,77.00
1777,4.00
1778,40.00
1779,8.00
1780,10.00
1782,7.00
1783,1.00
1784,16.00
1785,24.00
1786,2.00
1787,3.00
1788,5.00
1789,3.00
1790,5.00
1791,33.00
1792,6.00
1793,116.00
1794,122.00
1795,10.00
1796,5.00
1797,4.00
1798,6.00
1799,19.00
1800,60.00
1801,10.00
1802,13.00
1803,608.00
1804,42.00
1805,42.00
1806,17.00
1807,83.00
1808,14.00
1809,32.00
1810,111.00
1811,34.00
1812,182.00
1813,7.00
1814,24.00
1815,80.00
1816,26.00
1817,1.00
1818,29.00
1819,7.00
1821,15.00
1822,20.00
1823,7.00
1824,2.00
1825,1.00
1826,14.00
1827,6.00
1828,15.00
1829,127.00
1830,77.00
1831,62.00
1832,21.00
1833,5.00
1834,2.00
1835,10.00
1836,2.00
1837,45.00
1838,8.00
1839,396.00
1841,28.00
1842,8.00
1843,13.00
1844,13.00
1845,5.00
1846,1.00
1847,5.00
1848,44.00
1849,12.00
1850,33.00
1851,52.00
1852,32.00
1853,167.00
1854,2.00
1855,5.00
1857,1.00
1858,5.00
1859,47.00
1860,233.00
1861,11.00
1862,11.00
1863,1.00
1864,11.00
1865,59.00
1866,27.00
1867,16.00
1869,6.00
1870,4.00
1871,13.00
1872,50.00
1873,29.00
1878,7.00
1879,32.00
1880,10.00
1881,20.00
1883,19.00
1884,62.00
1885,1.00
1886,7.00
1887,7.00
1888,32.00
1889,2.00
1890,8.00
1891,57.00
1892,310.00
1893,32.00
1894,9.00
1895,3.00
1896,46.00
1897,14.00
1898,33.00
1899,2.00
1900,62.00
1901,7.00
1902,47.00
1903,17.00
1905,183.00
1906,6.00
1907,15.00
1909,30.00
1910,6.00
1911,8.00
1912,9.00
1913,92.00
1915,67.00
1916,84.00
1918,7.00
1919,6.00
1920,7.00
1921,3.00
1922,15.00
1923,159.00
1924,1.00
1925,7.00
1926,20.00
1927,23.00
1928,5.00
1929,11.00
1930,13.00
1931,11.00
1932,31.00
1933,1.00
1934,8.00
1935,9.00
1936,127.00
1937,7.00
1938,50.00
1939,16.00
1940,21.00
1941,5143.00
1942,137.00
1943,81.00
1944,27.00
1945,4366.00
1946,6.00
1947,19.00
1948,22.00
1949,7.00
1950,113.00
1951,71.00
1952,22.00
1953,6.00
1954,4.00
1955,10.00
1956,17.00
1957,11.00
1958,16.00
1959,76.00
1961,1.00
1962,536.00
1963,9.00
1964,11.00
1965,13.00
1967,11.00
1968,151.00
1969,12.00
1970,6.00
1971,11.00
1972,2.00
1973,57.00
1974,10.00
1975,11.00
1976,1.00
1977,1.00
1978,19.00
1979,85.00
1980,1.00
1982,132.00
1983,11.00
1984,28.00
1985,28.00
1986,9.00
1987,7.00
1988,8.00
1989,6.00
1990,1.00
1991,4.00
1993,37.00
1995,50.00
1998,41.00
1999,14.00
2000,5.00
2002,28.00
2003,8.00
2004,38.00
2005,18.00
2006,9.00
2007,44.00
2008,8.00
2009,6.00
2011,3.00
2012,4.00
2013,10.00
2014,9.00
2015,26.00
2016,13.00
2017,4.00
2018,4.00
2019,47.00
2020,237.00
2021,3.00
2022,338.00
2023,10.00
2024,4.00
2025,18.00
2026,8.00
2027,2.00
2028,13.00
2029,10.00
2030,2.00
2031,12.00
2032,27.00
2033,11.00
2034,9.00
2035,3.00
2036,224.00
2037,3.00
2038,7.00
2039,2.00
2040,7.00
2041,20.00
2042,37.00
2043,1.00
2044,14.00
2045,6.00
2046,92.00
2047,1.00
2048,6.00
2049,12.00
2050,1532.00
2051,31.00
2052,1.00
2054,14.00
2055,14.00
2056,6.00
2057,24.00
2058,27.00
2059,4.00
2061,3.00
2062,52.00
2063,7.00
2064,3.00
2065,22.00
2067,59.00
2069,72.00
2070,60.00
2071,18.00
2072,42.00
2073,3.00
2074,34.00
2075,39.00
2076,5.00
2077,5.00
2078,11.00
2079,16.00
2080,331.00
2081,22.00
2082,9.00
2083,16.00
2085,82.00
2086,8.00
2087,12.00
2088,5.00
2089,27.00
2090,1.00
2091,11.00
2092,20.00
2093,16.00
2094,42.00
2095,4.00
2096,8.00
2097,6.00
2098,3.00
2099,6792.00
2100,4.00
2101,5.00
2102,15.00
2104,125.00
2106,172.00
2107,243.00
2108,7.00
2109,24.00
2110,13.00
2111,9.00
2112,43.00
2113,34.00
2114,22.00
2116,9.00
2117,1.00
2118,2.00
2119,28.00
2120,13.00
2121,13.00
2122,5.00
2123,10.00
2125,24.00
2126,4.00
2127,13.00
2128,123.00
2129,4.00
2130,21.00
2131,10.00
2132,12.00
2133,4.00
2134,26.00
2135,46.00
2136,14.00
2137,12.00
2138,31.00
2139,15.00
2140,16.00
2141,18.00
2142,24.00
2143,15.00
2144,18.00
2145,46.00
2146,1446.00
2147,20.00
2149,8.00
2150,15.00
2151,2.00
2152,15.00
2153,23.00
2155,9.00
2156,5.00
2157,16.00
2158,2.00
2159,9.00
2161,6.00
2162,51.00
2163,7.00
2164,33.00
2165,44.00
2166,31.00
2167,165.00
2168,24.00
2169,94.00
2170,14.00
2171,2.00
2172,8.00
2173,22.00
2174,4.00
2175,2.00
2176,12.00
2177,29.00
2178,11.00
2180,26.00
2181,6.00
2183,13.00
2184,3.00
2185,4.00
2186,45.00
2187,20.00
2188,3.00
2189,44.00
2190,10.00
2191,2.00
2192,12.00
2193,11.00
2194,43.00
2195,43.00
2196,92.00
2197,5.00
2198,603.00
2199,50.00
2200,3.00
2201,15.00
2202,130.00
2204,5.00
2205,3.00
2206,59.00
2207,8.00
2208,4.00
2209,8.00
2210,10.00
2211,15.00
2212,11.00
2213,4.00
2214,5.00
2215,62.00
2216,9.00
2217,9.00
2218,6.00
2219,50.00
2220,4.00
2221,2.00
2222,38.00
2223,4.00
2224,64.00
2225,132.00
2226,42.00
2227,49.00
2228,14.00
2229,1.00
2230,41.00
2231,2.00
2232,32.00
2233,118.00
2234,12.00
2235,19.00
2236,6.00
2237,19.00
2238,2.00
2240,54.00
2241,165.00
2242,6.00
2243,52.00
2244,4.00
2246,22.00
2247,155.00
2249,9.00
2250,9.00
2251,52.00
2252,10.00
2253,23.00
2254,2.00
2256,21.00
2257,25.00
2258,16.00
2259,40.00
2260,1.00
2261,2.00
2262,14.00
2263,1.00
2264,19.00
2265,12.00
2266,5.00
2267,22.00
2268,21.00
2269,38.00
2270,5.00
2271,29.00
2272,3.00
2273,2.00
2274,3.00
2275,7.00
2276,13.00
2277,364.00
2279,133.00
2280,12.00
2281,11.00
2282,9.00
2283,4.00
2284,7.00
2285,195.00
2286,19.00
2287,41.00
2288,95.00
2289,5.00
2290,5.00
2291,9.00
2292,6.00
2294,3.00
2295,19.00
2296,84.00
2297,7.00
2298,13.00
2299,6.00
2300,8.00
2301,3.00
2303,5.00
2304,21.00
2305,47.00
2306,88.00
2307,9.00
2308,72.00
2309,54.00
2310,8.00
2311,10.00
2312,11.00
2313,11.00
