uid,use_coupon_percentage
15466999,0.02
10486265,0.04
12059131,0.01
1311229,0.01
14418431,0.01
14418433,0.02
10544698,0.07
10224132,0.01
13369865,0.01
14156300,0.01
14461698,0.09
5505554,0.04
12321299,0.02
13107733,0.05
4719131,0.02
11272732,0.01
12059165,0.01
12845598,0.06
1311267,0.01
2140934,0.04
11010600,0.02
7340585,0.01
13369899,0.01
262701,0.02
14942766,0.02
5505583,0.02
11534898,0.02
12321331,0.20
13894198,0.01
2884151,0.01
1835582,0.02
15204931,0.01
262724,0.02
10224198,0.01
584,0.02
12583498,0.01
12320866,0.02
787022,0.04
11534931,0.04
10748500,0.04
14985998,0.01
13894232,0.04
13894233,0.02
15467100,0.01
5505630,0.01
11272800,0.04
14418531,0.01
15204964,0.01
5505637,0.01
2359910,0.12
3932776,0.01
11797098,0.01
14156398,0.06
787055,0.04
14156400,0.04
14942833,0.02
10748531,0.01
11534965,0.02
3408502,0.02
3408503,0.01
6292088,0.05
6554233,0.02
14680698,0.02
12059264,0.02
12059265,0.05
10224264,0.02
2622089,0.01
3932812,0.02
12321431,0.01
12321432,0.04
13107866,0.02
15467164,0.01
15467165,0.02
4981414,0.01
11797164,0.01
14156464,0.01
3364296,0.01
3408562,0.09
11535032,0.01
13894331,0.04
14680764,0.01
15467198,0.01
524992,0.01
14592800,0.06
2360002,0.01
6030019,0.01
12059332,0.02
15205064,0.02
10224332,0.04
12583631,0.02
14156499,0.12
11535064,0.02
4981466,0.04
5243621,0.04
12845798,0.10
13632233,0.02
525034,0.02
10224366,0.04
11010800,0.06
12583665,0.02
262898,0.01
1311475,0.01
14942964,0.01
7078647,0.04
11535098,0.01
13107966,0.01
14680831,0.01
6554369,0.02
1049346,0.01
6554371,0.04
2884356,0.01
4981511,0.01
3932936,0.01
13413164,0.01
12583698,0.01
12583700,0.02
14156565,0.05
14156566,0.02
10748699,0.01
12321566,0.02
14680864,0.01
3932961,0.04
10486565,0.06
5417777,0.01
11273000,0.01
4195115,0.01
11797300,0.01
12670431,0.01
13108031,0.01
1835840,0.06
6816577,0.01
2097988,0.05
14854966,0.05
15335564,0.04
2097994,0.04
13632331,0.01
3933006,0.01
6204216,0.05
10224466,0.02
11010900,0.05
14156631,0.04
5768028,0.02
12321631,0.02
6554465,0.01
13108066,0.04
4457316,0.02
14680933,0.02
10486631,0.01
3670889,0.02
15205231,0.04
14418800,0.01
5768050,0.07
10224499,0.05
10224500,0.01
3233257,0.02
2360184,0.01
13370233,0.01
14943099,0.01
13108098,0.04
13108100,0.01
12845964,0.04
12059533,0.12
263054,0.07
13632399,0.01
13632400,0.02
11490798,0.02
11010966,0.01
4457369,0.02
2622362,0.01
13894565,0.05
14680998,0.11
4457384,0.01
12059564,0.02
1049518,0.02
14418864,0.02
15248200,0.04
15205298,0.01
948,0.01
12757833,0.02
12583864,0.10
14943165,0.01
2360254,0.04
10748864,0.01
1441952,0.02
13488032,0.01
1049540,0.01
3451724,0.01
12846031,0.01
13632466,0.02
15205331,0.01
15205332,0.02
15205333,0.01
2622424,0.01
11011033,0.01
3933146,0.01
12583899,0.02
14943198,0.02
12945200,0.01
11535332,0.01
12321765,0.02
3933158,0.01
13108199,0.01
10486764,0.01
12846064,0.05
14418931,0.01
263156,0.01
11797499,0.02
12583933,0.01
14156798,0.01
14156800,0.10
1573889,0.01
10748931,0.01
10748933,0.02
12321800,0.01
13108233,0.01
10486799,0.01
10486800,0.01
525335,0.01
349700,0.01
12583965,0.04
10748966,0.01
13108264,0.02
6030379,0.01
1311788,0.01
2228402,0.02
1049648,0.01
5243960,0.01
4195388,0.01
3408966,0.01
2709004,0.02
13108299,0.01
14681164,0.01
4195406,0.01
11273300,0.01
13632598,0.02
13632599,0.01
4195421,0.02
12584031,0.02
5244012,0.06
10486899,0.01
12059764,0.01
6816888,0.02
15205500,0.05
10224765,0.02
6554755,0.01
14156932,0.02
14156933,0.01
14943366,0.01
13108365,0.04
13108366,0.02
14681231,0.02
525456,0.02
3671187,0.02
11273365,0.10
15205532,0.04
14943398,0.02
14943400,0.01
11535531,0.01
12321964,0.02
14681265,0.01
1202,0.01
5768372,0.01
11273399,0.02
525497,0.01
1574079,0.02
13370564,0.05
5112012,0.01
1049802,0.02
1049804,0.01
7079119,0.01
14681298,0.01
14681300,0.01
3933399,0.02
7341277,0.04
15205598,0.01
2884833,0.01
11011299,0.02
2622692,0.02
14157031,0.01
14943464,0.01
3881955,0.01
12322031,0.02
14681331,0.02
5768436,0.04
11273464,0.01
7209172,0.01
7079162,0.30
13632764,0.01
10224900,0.01
11797765,0.01
7341318,0.04
13977199,0.05
4456663,0.01
4500355,0.01
13108500,0.01
15467798,0.05
787741,0.01
10224932,0.01
11797799,0.05
13370666,0.01
13675399,0.01
1049903,0.01
10749233,0.01
7341366,0.01
11273531,0.04
4982076,0.02
4982078,0.02
14419265,0.01
4457795,0.05
15205700,0.04
10224966,0.01
11011400,0.01
11797833,0.02
14943564,0.02
13108565,0.02
13108566,0.01
13894999,0.01
11273564,0.01
12060000,0.02
14419298,0.02
10225000,0.07
1573095,0.02
14157165,0.04
14943598,0.01
1529405,0.01
14943600,0.04
1394,0.02
13108599,0.04
14986133,0.01
13632900,0.02
525701,0.01
10225031,0.01
11011464,0.01
11011466,0.04
12584332,0.01
3409294,0.01
12976366,0.04
11273633,0.01
13632931,0.05
10225065,0.02
3409324,0.01
263600,0.06
1458,0.01
2228468,0.07
14681532,0.04
15467966,0.04
10487231,0.01
11273664,0.01
12060100,0.02
2097398,0.01
6030790,0.01
1902980,0.01
2885069,0.04
2360784,0.07
5506515,0.07
3671511,0.01
13108698,0.05
13895131,0.01
14681564,0.05
15379365,0.02
15468000,0.02
13632998,0.07
15205864,0.04
4325628,0.04
11535864,0.02
10749433,0.05
3147260,0.01
13108733,0.05
14681598,0.04
4982271,0.01
3409408,0.14
12060164,0.02
3409415,0.01
12846600,0.01
14419466,0.01
1551,0.01
6816003,0.01
3671577,0.01
4195870,0.04
4720162,0.07
10487332,0.02
12060198,0.01
14419498,0.07
1574446,0.05
11011631,0.01
10225200,0.01
11798065,0.04
12584500,0.01
14943800,0.01
4458041,0.06
2098751,0.02
11273799,0.01
2885192,0.01
4720201,0.01
2403255,0.06
15205964,0.01
5768782,0.01
11403533,0.01
788050,0.02
12584532,0.06
14157399,0.05
5768796,0.04
13633131,0.01
12846700,0.01
6030958,0.04
10225265,0.05
11798132,0.02
13371000,0.06
1658,0.02
11536000,0.06
4195970,0.01
15468165,0.04
7079559,0.01
11273865,0.04
11273866,0.01
14419598,0.02
15206033,0.04
11011732,0.05
14157465,0.02
14592965,0.01
13895333,0.01
10487466,0.01
12846766,0.02
15206065,0.02
3933875,0.02
10225332,0.02
12584632,0.05
5506745,0.01
10749632,0.01
12583200,0.02
10422532,0.05
14681799,0.02
6031058,0.01
12584665,0.01
7341787,0.02
7079644,0.02
10749664,0.01
14330832,0.05
10749666,0.05
13108964,0.04
10748198,0.12
13895400,0.04
6817513,0.02
10487531,0.01
11273964,0.01
5506797,0.02
12932733,0.01
14419700,0.01
15206133,0.10
10225400,0.05
12015232,0.01
3409666,0.01
11536132,0.02
11536133,0.01
13107500,0.02
14681866,0.01
526091,0.02
10487566,0.01
14419732,0.01
15206165,0.09
1312534,0.02
2623257,0.01
11798300,0.06
12584733,0.01
2623267,0.01
13109033,0.02
10487598,0.04
10487600,0.06
3934001,0.01
12060466,0.02
14419766,0.02
10225464,0.01
10225466,0.04
11011900,0.02
11798333,0.02
13371198,0.01
1836864,0.01
14944065,0.02
10749766,0.05
11536199,0.05
15029900,0.01
7079759,0.02
6293328,0.10
11274065,0.01
2885458,0.01
6817619,0.01
12060500,0.01
7165582,0.01
13633366,0.02
14419800,0.02
1312604,0.01
11798366,0.01
14944099,0.01
10749799,0.02
1836905,0.02
12322666,0.02
13895531,0.01
1048893,0.02
11274099,0.04
6293364,0.04
15206264,0.01
10225533,0.02
11798398,0.04
12584832,0.02
3934083,0.01
12277398,0.01
4720521,0.01
1050506,0.02
13369666,0.04
14682000,0.01
15468433,0.02
11274133,0.05
12060566,0.01
5769111,0.02
13633433,0.01
2623386,0.01
10225566,0.15
1312671,0.02
13371299,0.02
13371300,0.07
14944165,0.02
1312685,0.01
6555566,0.01
5244847,0.01
12060598,0.05
12060599,0.01
11798465,0.02
14157766,0.02
10749900,0.04
12015266,0.02
10487764,0.02
12847064,0.04
15206364,0.04
2099166,0.01
10225632,0.07
11403600,0.01
12584932,0.01
13371366,0.02
5769193,0.01
1837035,0.02
2623468,0.01
2885614,0.01
1354749,0.02
2361328,0.02
13224564,0.02
3409907,0.01
10487800,0.01
14419964,0.01
4720637,0.01
15206400,0.04
12777500,0.02
13371399,0.02
14944265,0.57
10749966,0.01
3147796,0.02
4196376,0.01
11274265,0.02
13633564,0.02
2361377,0.01
11798564,0.01
3934245,0.01
12584998,0.04
5769256,0.01
14944299,0.04
3147820,0.01
12322866,0.02
13895731,0.01
13895733,0.01
3409974,0.01
15468599,0.06
6641332,0.01
1574973,0.01
13633598,0.01
4982847,0.02
15206464,0.01
14420033,0.01
7080003,0.02
4196420,0.01
11012165,0.02
788556,0.01
10750033,0.02
2135,0.04
13369700,0.02
264282,0.01
5769308,0.02
11274333,0.06
1837152,0.01
14420065,0.02
15206498,0.02
7342179,0.05
15206500,0.01
5245030,0.02
11798631,0.01
6422887,0.05
10750064,0.01
11536499,0.01
11536500,0.06
14682233,0.01
11274364,0.01
10487933,0.05
15206532,0.01
11012232,0.02
14811500,0.04
6817943,0.01
526488,0.05
6031515,0.02
10487964,0.01
12060833,0.02
6728731,0.01
15206565,0.01
1312934,0.01
12585132,0.02
14157998,0.01
6817967,0.07
6555827,0.04
10750133,0.02
13109433,0.01
10488000,0.01
12060866,0.02
14420166,0.04
7342279,0.04
10225864,0.02
10225865,0.02
10797898,0.02
2927650,0.01
14158032,0.02
2623698,0.02
14724131,0.01
2885845,0.02
15468765,0.02
10488031,0.01
5245154,0.04
5769445,0.01
526566,0.01
6031591,0.01
11316264,0.11
14944498,0.04
5507315,0.04
2099444,0.02
10750198,0.05
10750199,0.01
13895932,0.01
2885885,0.01
14682366,0.05
15468799,0.01
1575168,0.02
11274499,0.02
7342340,0.02
2885894,0.02
4631596,0.02
11012364,0.02
11798800,0.02
11536665,0.02
13109531,0.01
3771023,0.07
2623776,0.01
3148065,0.01
12060966,0.02
13633831,0.02
14636764,0.02
526637,0.05
11012398,0.01
11798831,0.01
12585265,0.01
4196658,0.01
14944565,0.04
14944566,0.02
5245241,0.05
3934525,0.01
13896000,0.09
11274564,0.01
7342415,0.01
14158165,0.01
12323164,0.06
788829,0.01
13109598,0.04
1575264,0.02
11709499,0.01
10488166,0.05
11274599,0.01
12847465,0.02
11097831,0.02
13633900,0.04
4983149,0.04
4458862,0.01
4282088,0.01
10005566,0.01
12976532,0.01
6685077,0.04
13896065,0.01
4238401,0.02
12061065,0.07
4983182,0.05
15206799,0.01
5769619,0.11
11012500,0.04
14944666,0.07
10750364,0.01
11536798,0.01
1354821,0.01
12323233,0.01
14682532,0.05
6818214,0.04
10488233,0.01
12847531,0.04
10226098,0.05
10226099,0.02
10226100,0.02
11798966,0.01
6597705,0.02
2906768,0.01
14944699,0.04
2099644,0.02
2886077,0.01
12323264,0.02
655776,0.02
3410377,0.01
10488266,0.02
1575372,0.01
5245390,0.02
13195000,0.20
11012565,0.14
13371864,0.01
14158298,0.04
12323298,0.01
12323299,0.02
13109732,0.02
13896165,0.01
14682598,0.01
11274731,0.01
11274733,0.07
1051119,0.01
10879400,0.09
12585464,0.01
13371899,0.01
6556160,0.05
12932864,0.01
10748331,0.02
13896200,0.01
12847633,0.02
2578,0.01
15206933,0.01
7342615,0.02
3934746,0.01
5245468,0.01
1051165,0.01
12323364,0.01
12323365,0.01
13109799,0.10
13896232,0.02
4721193,0.02
13371966,0.01
2732277,0.01
12323398,0.02
13109833,0.02
2272354,0.01
10488398,0.01
2361940,0.11
3410517,0.01
14420566,0.01
11799131,0.01
11799132,0.01
12585565,0.01
12585566,0.01
264800,0.02
3672673,0.01
10750565,0.02
10750566,0.02
12539665,0.02
13109864,0.01
5507690,0.05
14724200,0.11
4721266,0.04
12061300,0.01
14420598,0.02
14420600,0.04
1575546,0.06
10226300,0.02
789119,0.02
1313410,0.02
1051270,0.01
2695,0.01
13109899,0.01
14682764,0.01
15469200,0.04
11274898,0.01
13634199,0.06
5507736,0.01
13675631,0.01
1313438,0.01
2723,0.02
14944932,0.05
11537064,0.02
3934890,0.02
13896366,0.01
4983474,0.01
10488500,0.01
7080629,0.02
3934902,0.01
12847799,0.01
1051322,0.05
15207099,0.05
527044,0.01
6556357,0.04
2316065,0.02
3672778,0.02
6294220,0.01
10488532,0.01
11274965,0.01
12061398,0.02
13634264,0.10
366712,0.02
6818526,0.01
6556386,0.02
1313508,0.05
12015398,0.01
6294250,0.01
14682866,0.07
12847865,0.07
4197120,0.04
14374699,0.01
13372166,0.01
14158599,0.01
527117,0.01
13110033,0.10
4983574,0.07
10488599,0.01
11275032,0.02
2362143,0.01
3148577,0.05
10226466,0.02
14158631,0.02
2886442,0.01
1051436,0.01
10750765,0.09
10750766,0.02
12323631,0.02
4459313,0.01
14682931,0.04
14682932,0.04
10488632,0.01
12539700,0.02
6032189,0.01
15207231,0.01
14420800,0.04
10226498,0.01
11799364,0.02
11316364,0.04
6032202,0.01
14945100,0.01
11537231,0.01
1837913,0.01
11275100,0.02
13634400,0.02
11012964,0.01
15120365,0.02
11799399,0.05
11799400,0.02
2971452,0.05
2362218,0.01
5507950,0.01
10750831,0.05
11537265,0.06
3410802,0.01
13110131,0.01
3672950,0.37
15469432,0.02
1575803,0.04
10573632,0.02
10226564,0.01
855544,0.02
4459398,0.04
13372298,0.05
13372299,0.01
13544600,0.12
11537299,0.04
4983700,0.01
13896598,0.01
15469466,0.02
11275164,0.01
12061599,0.02
4459424,0.02
13634465,0.02
11799465,0.01
13372332,0.01
14158765,0.04
14158766,0.05
10750898,0.01
11537331,0.01
12323764,0.01
5155998,0.02
6556600,0.01
13896633,0.04
10488765,0.02
1617056,0.09
1051588,0.02
789445,0.04
10226632,0.02
5508041,0.01
12585931,0.01
13372366,0.01
527312,0.04
11537366,0.02
4194809,0.01
3410906,0.01
11275231,0.04
1838050,0.01
15207399,0.02
10226666,0.01
11799532,0.01
13372400,0.01
14158833,0.01
12323831,0.01
12323832,0.01
13110265,0.01
3673084,0.04
13765799,0.02
6294527,0.01
12061698,0.04
12848131,0.05
15207433,0.01
3148810,0.01
14112599,0.02
1051664,0.02
13372433,0.01
527378,0.01
7080979,0.01
7343125,0.01
12323864,0.01
12323865,0.01
14683165,0.01
14683166,0.04
11275298,0.02
11275299,0.04
11275300,0.01
13372465,0.02
14945333,0.02
3148854,0.02
12583433,0.01
4459578,0.05
4459579,0.01
13896764,0.04
7081025,0.02
2886724,0.04
12061765,0.01
6294598,0.06
13634631,0.02
13634633,0.01
6375301,0.01
11054264,0.01
14945366,0.01
11537499,0.04
13110366,0.01
11275366,0.01
15117500,0.01
14421098,0.02
12321298,0.01
3146259,0.01
12586100,0.02
14945400,0.11
11537531,0.01
12323964,0.01
11403799,0.02
11799699,0.05
4983957,0.01
13282500,0.01
4721827,0.01
15469733,0.01
10488998,0.01
10488999,0.05
10489000,0.01
14421164,0.02
14421165,0.01
11799731,0.01
3935414,0.01
13372599,0.30
3148988,0.01
13110464,0.01
3673281,0.01
2886850,0.01
14683331,0.04
1313990,0.02
10489031,0.02
5508296,0.05
10489033,0.01
2796749,0.06
5246170,0.01
3411165,0.01
13896933,0.01
4721894,0.09
15469800,0.04
12061933,0.05
6556911,0.04
11797032,0.07
11013366,0.05
1051895,0.02
12586232,0.01
3673339,0.01
14945532,0.01
13896964,0.02
11275533,0.01
4197647,0.02
14421264,0.05
1576211,0.01
527636,0.07
6556949,0.01
7081244,0.02
11537699,0.01
11537700,0.07
15469866,0.01
10748466,0.04
6032687,0.02
2100530,0.05
11534899,0.02
11799864,0.01
14945599,0.01
10751299,0.01
13897031,0.01
15469899,0.01
10489164,0.02
11709666,0.01
12062031,0.01
14333198,0.01
14421331,0.07
11944764,0.10
15207765,0.01
1051990,0.01
1051998,0.02
6557023,0.01
4984162,0.01
655931,0.05
3411300,0.02
1052006,0.01
13110632,0.05
1576297,0.01
14683498,0.02
10489199,0.02
11275632,0.05
12062065,0.01
13634933,0.01
11487532,0.02
1052026,0.02
14159233,0.01
11537798,0.02
11537799,0.16
6466797,0.02
11275665,0.01
6819218,0.01
12848532,0.02
11141700,0.06
4197786,0.02
10227099,0.10
11622299,0.02
10751399,0.02
2362794,0.01
13897133,0.07
7343535,0.01
11797064,0.01
6032821,0.02
2624952,0.04
5508542,0.01
12586432,0.01
14945732,0.02
11537864,0.02
2100682,0.02
524877,0.01
14683600,0.01
6819281,0.02
3149266,0.01
1314259,0.02
12848598,0.01
14421464,0.02
14421465,0.16
5385936,0.01
11360165,0.04
14159333,0.05
4197862,0.05
11537898,0.05
11537900,0.02
13897198,0.02
11275765,0.01
10136831,0.04
14421500,0.01
4460031,0.05
11800065,0.04
2887171,0.02
14481598,0.01
13897233,0.02
1314322,0.01
12062231,0.01
2141444,0.01
12848666,0.01
14421531,0.01
10227231,0.01
527911,0.01
14159400,0.10
1576489,0.01
1529778,0.01
6557231,0.01
13897265,0.02
14683699,0.02
10489400,0.01
14421564,0.02
1314365,0.02
4197950,0.01
11013699,0.01
13399199,0.01
10751565,0.02
10751566,0.01
11753400,0.02
3673685,0.02
2625112,0.05
14418532,0.01
6032987,0.02
790112,0.01
15208033,0.01
790114,0.02
11800165,0.01
13806865,0.02
12586600,0.02
3935851,0.02
11538032,0.01
13195199,0.05
14768064,0.02
6819470,0.01
11538065,0.02
13110931,0.09
15470231,0.01
14683800,0.01
5508761,0.01
2363036,0.02
12062365,0.01
12848799,0.01
265891,0.05
2884209,0.01
2887338,0.01
1576621,0.02
14331166,0.02
13897398,0.01
10489532,0.02
265920,0.01
5680416,0.12
6033090,0.02
4582872,0.02
11800266,0.04
4369698,0.04
4151245,0.01
10751700,0.02
5770967,0.04
2625242,0.05
15470300,0.01
1169818,0.01
12062431,0.04
12802000,0.02
4984552,0.01
12586731,0.04
7343857,0.02
13897464,0.02
13897466,0.02
11276032,0.02
4719232,0.01
3845,0.01
13373200,0.02
1576728,0.02
4722465,0.01
3411746,0.01
4460324,0.01
13635366,0.02
7081769,0.02
10227498,0.04
10227499,0.02
11013932,0.01
4020189,0.01
14159666,0.01
14946099,0.02
2363191,0.01
7343928,0.04
13806900,0.07
1052475,0.01
14683964,0.02
15470399,0.02
10489665,0.01
12062531,0.01
14421831,0.05
14421832,0.06
15208266,0.04
11013965,0.04
13373264,0.01
3411793,0.02
266072,0.01
266075,0.01
14683999,0.01
14684000,0.01
5246821,0.02
12848998,0.05
13635431,0.01
13635433,0.02
14421866,0.02
10227565,0.05
7081838,0.02
11013999,0.06
2709480,0.01
266098,0.01
13111165,0.02
14684031,0.01
3673984,0.04
6819713,0.01
2447339,0.01
12849031,0.02
13635465,0.02
4722570,0.01
790411,0.01
10207700,0.01
528271,0.07
13373333,0.01
14946198,0.01
4722583,0.01
10751899,0.04
13894298,0.01
14684064,0.10
15470498,0.02
1576871,0.01
11276200,0.04
12849065,0.02
2363307,0.01
13635500,0.02
11014064,0.01
5246901,0.01
6295478,0.01
1314745,0.01
13111232,0.02
14549664,0.04
13457398,0.02
10489798,0.04
1222200,0.01
14421964,0.04
11800531,0.02
5246932,0.01
13373400,0.04
5246938,0.07
12324831,0.02
14724432,0.01
2887652,0.05
13632166,0.01
10489833,0.04
12849132,0.04
2447357,0.02
14422000,0.01
3936242,0.01
11800564,0.01
14946300,0.02
2101245,0.01
1314814,0.01
3674111,0.01
14684166,0.01
13635600,0.04
11800598,0.02
6033431,0.04
266264,0.04
12587033,0.01
14159898,0.01
2101277,0.01
12583600,0.01
12324898,0.02
13897764,0.01
12062765,0.01
12849199,0.16
13635633,0.02
14422066,0.01
1314871,0.04
4984888,0.01
528443,0.01
14946364,0.02
10752066,0.01
11538499,0.06
12324933,0.02
10489931,0.01
11276365,0.01
266319,0.01
12062800,0.01
696,0.04
5771346,0.01
790612,0.01
13373532,0.04
12015632,0.02
10752098,0.04
12324965,0.02
15470699,0.01
12062832,0.04
3412081,0.10
14422132,0.02
1314934,0.01
11014265,0.02
5509244,0.01
14159999,0.02
14946432,0.01
2101377,0.02
2625666,0.01
13111431,0.04
1052808,0.02
13897865,0.02
14684299,0.02
11272898,0.01
5505731,0.02
13635733,0.01
3674265,0.01
6819995,0.02
11800732,0.02
14003064,0.09
14160033,0.02
14946466,0.02
11753499,0.09
13897898,0.02
15470765,0.05
1052846,0.01
4198576,0.01
11276465,0.07
13635766,0.01
14160064,0.01
1792032,0.01
14946498,0.01
528583,0.01
13111498,0.02
4985036,0.07
12408866,0.01
1315022,0.04
3936463,0.01
10490064,0.01
10490065,0.02
12062932,0.02
5525626,0.01
2625750,0.01
13635800,0.02
10227931,0.12
10227932,0.01
14160098,0.07
14946531,0.09
2101476,0.05
5509355,0.01
10879698,0.06
15470833,0.01
10879699,0.01
13635833,0.01
15208698,0.01
2887934,0.01
11014399,0.05
11800833,0.02
14160132,0.01
3412229,0.01
10752265,0.01
10752266,0.07
13111564,0.02
15470865,0.02
11276565,0.02
6295841,0.01
5247266,0.01
13373732,0.02
11538732,0.01
2625838,0.02
13111599,0.01
13898033,0.01
3674423,0.04
11276600,0.01
10228033,0.04
6820175,0.02
13635931,0.02
2101600,0.01
350267,0.01
12587364,0.01
14946665,0.04
5247338,0.06
10752365,0.02
12325232,0.01
1315185,0.01
12234131,0.04
5771639,0.02
6033788,0.01
4326122,0.02
14422398,0.04
14422400,0.05
3539692,0.01
6033805,0.02
10752398,0.06
12325265,0.04
13111700,0.01
15470998,0.01
12063131,0.04
3150239,0.02
1492816,0.04
14422433,0.02
10228131,0.01
11014564,0.01
11797233,0.02
6295976,0.01
12587433,0.04
13373866,0.04
2101675,0.02
11538864,0.01
13898165,0.01
14684600,0.01
5247421,0.07
15208898,0.02
790979,0.11
5247430,0.01
7082441,0.05
13373899,0.06
14331298,0.02
1315280,0.02
10752466,0.01
13111764,0.02
13898198,0.02
14684632,0.02
6033881,0.02
15471066,0.04
11276765,0.05
3674591,0.01
15208932,0.06
6296040,0.01
12587498,0.01
4827312,0.01
5228848,0.02
11538931,0.01
2101750,0.01
14684664,0.02
14684665,0.05
11276799,0.02
12063232,0.01
13636100,0.01
3412485,0.01
2888199,0.01
11014666,0.02
11801100,0.09
3150349,0.05
12325400,0.01
15471131,0.01
15208998,0.01
10967132,0.02
12587566,0.07
13373999,0.01
528944,0.02
7340808,0.02
3674675,0.01
5771828,0.01
10752565,0.05
12325431,0.01
13111864,0.02
13111865,0.01
11276864,0.02
10490433,0.02
12063298,0.01
12063299,0.11
6558281,0.01
4461130,0.01
11014732,0.02
12587600,0.01
13374033,0.01
4693,0.02
10752598,0.01
11539033,0.01
13195366,0.01
14422632,0.01
15209065,0.04
1577579,0.02
10228332,0.02
3412590,0.02
5509744,0.02
12587633,0.02
6296181,0.02
266871,0.01
13898364,0.01
4985469,0.01
10093333,0.05
3936896,0.01
11276931,0.02
11276932,0.04
1835798,0.01
3150471,0.05
14422666,0.02
10228366,0.01
13374099,0.02
14160533,0.07
6558360,0.01
13111964,0.04
6296221,0.05
3107697,0.02
12849833,0.01
10228398,0.02
10228400,0.01
13374131,0.01
12587700,0.05
13374133,0.02
6034103,0.01
11229300,0.06
2888378,0.02
11539131,0.01
13111999,0.01
13898432,0.04
13894432,0.02
15471299,0.01
15101400,0.05
2364102,0.01
791239,0.01
12063432,0.01
12849865,0.01
13636299,0.01
14422732,0.05
11801298,0.01
13374164,0.19
13374165,0.07
13374166,0.02
12190500,0.04
12325600,0.01
2101985,0.04
10490600,0.10
12849898,0.02
13636331,0.02
11801332,0.01
12587765,0.01
14947064,0.04
14947066,0.01
10752765,0.02
10661333,0.02
2626304,0.04
12325633,0.02
13898498,0.05
2102021,0.01
11277065,0.01
2888459,0.01
12849932,0.01
15209231,0.02
6820624,0.01
11801365,0.02
11801366,0.02
12587799,0.01
13501232,0.05
14684964,0.01
14684965,0.02
11382832,0.01
2626346,0.02
3937069,0.01
14422831,0.02
4723506,0.01
11014964,0.05
12587831,0.02
4723518,0.01
791359,0.02
11539264,0.01
12325699,0.02
13112133,0.02
6467041,0.01
11277132,0.04
12063566,0.01
2888538,0.01
13374299,0.02
14160732,0.07
12933264,0.02
13112166,0.01
13898600,0.11
5509993,0.01
12063598,0.01
12850031,0.01
15209332,0.01
10228598,0.02
3937145,0.01
14160766,0.02
6296448,0.02
267138,0.01
5418475,0.04
11539332,0.04
2888583,0.02
13898632,0.02
3937166,0.01
