mid,use_coupon_percentage
2854,0.01
2855,0.25
2857,0.05
2858,0.14
2869,0.14
2872,0.06
2873,0.22
2876,0.80
2877,0.05
2878,0.17
2879,0.67
2883,0.50
2885,0.08
2887,0.09
2889,0.36
2899,0.12
2902,0.10
2904,0.50
2905,0.12
2908,0.14
2909,0.15
2911,0.33
2912,0.05
2913,0.20
2914,0.08
2919,0.50
2923,0.51
2926,0.19
2930,0.25
2932,0.22
35702,0.09
35703,1.00
2938,0.25
2940,0.56
35709,0.15
2942,0.17
2944,1.00
2954,0.20
2957,0.16
2961,0.17
2963,0.11
2964,0.33
2969,0.08
2970,0.01
2973,0.25
2975,0.04
2976,0.26
2977,0.75
2979,0.11
2981,0.43
2982,0.02
2985,0.75
2987,0.04
2989,0.17
2990,0.06
2995,0.13
2996,0.29
2999,0.03
3004,0.33
3005,0.33
3007,0.18
3008,0.12
3009,0.83
3013,0.08
3015,0.10
3018,0.14
3021,0.09
3022,0.17
3025,0.21
3028,0.10
3031,0.25
35803,0.42
3037,0.13
3038,0.19
35808,0.17
35810,0.04
3045,0.13
35814,0.82
3047,0.25
3049,0.10
3052,0.06
3053,0.33
3054,0.11
3062,0.04
3067,0.14
3068,0.50
3071,0.04
3072,0.01
3074,0.05
3075,0.01
3076,0.12
3078,0.17
3081,0.33
3086,0.17
3089,0.02
3091,0.22
3095,0.14
3096,0.39
3097,0.17
3099,0.33
3101,0.05
3102,0.21
3104,0.17
3105,0.43
3110,0.25
3111,0.25
3112,0.18
3114,0.41
3117,0.00
3120,0.40
3123,0.54
3124,0.50
3127,0.12
3130,0.05
3131,0.14
35900,1.00
3133,0.88
35903,1.00
3137,0.40
3139,0.19
3140,0.30
3141,1.00
35914,0.49
35915,1.00
3155,0.04
3157,0.14
3158,0.15
3159,0.11
3162,0.50
3163,0.07
3164,0.22
3165,0.11
3167,0.33
3168,0.03
3169,0.50
3170,0.05
3171,0.20
3172,0.25
3173,0.02
3174,0.25
3175,0.13
3182,0.14
3184,1.00
3189,0.29
3191,0.14
3192,0.75
3196,0.08
3198,0.07
3199,0.11
3202,0.50
3203,0.14
3205,0.46
3210,0.08
3211,0.10
3218,0.19
3222,0.05
3230,0.14
3231,0.08
3232,0.30
3233,0.56
3235,0.05
3236,0.50
3237,0.17
36006,0.26
36007,0.28
3240,0.08
3241,0.12
36012,0.46
3245,0.10
3248,0.40
3251,0.07
3256,0.25
3257,0.32
3261,0.25
3267,0.14
3269,0.05
3273,0.07
3276,0.05
3279,0.14
3281,0.05
3282,0.25
3283,0.39
3284,0.18
3287,0.04
3288,0.21
3290,0.25
3291,0.09
3293,0.07
3298,0.08
3299,0.12
3301,0.05
3304,0.17
3305,0.08
3310,0.18
3312,0.25
3315,0.05
3316,0.07
3318,0.18
3322,0.31
3328,0.29
3333,0.33
36103,0.38
36104,0.34
3337,0.15
3338,0.03
3339,0.05
3340,0.04
3342,0.09
36112,0.46
36113,0.07
3346,0.16
3349,0.12
3353,0.14
3360,0.29
3362,0.16
3364,0.08
3367,0.05
3370,0.14
3378,0.14
3379,0.15
3381,0.01
3387,0.06
3388,0.07
3389,0.05
3390,0.03
3391,0.50
3394,0.40
3398,0.02
3401,0.50
3403,0.28
3405,1.00
3406,0.04
3410,0.12
3414,0.33
3419,0.07
3423,0.05
3424,0.02
3426,0.50
3429,0.67
3431,0.18
36200,0.17
36201,0.06
3434,0.17
36203,0.18
6034,0.17
36207,0.10
3440,1.00
3441,0.23
3442,0.07
3445,0.14
36214,0.50
3447,0.02
3449,0.02
3450,0.10
3453,0.06
3455,0.07
3462,0.08
3466,0.04
3468,0.16
3472,0.28
3473,0.22
3477,0.11
3479,0.11
3480,0.02
3482,0.06
3483,0.40
3488,0.01
3489,0.10
3492,0.17
3493,0.42
3499,0.08
3505,0.07
3507,0.06
3512,0.06
3513,0.07
3516,0.12
3518,0.07
3519,0.11
3522,0.50
3525,0.03
3527,0.17
3529,0.15
3530,0.38
3532,0.11
3533,0.32
3534,0.14
36303,0.07
3537,0.08
36306,1.00
3539,0.12
36311,0.11
3545,0.16
3546,0.25
3547,0.22
3549,0.33
3550,0.03
3551,0.03
3552,0.20
3553,0.06
3554,0.06
3555,0.04
3557,0.19
3559,0.05
3561,0.02
3562,0.04
3565,0.50
3566,0.75
3567,0.02
3568,0.58
3569,0.29
3570,0.23
3571,0.10
3573,0.18
3574,0.05
3584,0.14
3589,0.03
3590,0.09
3594,0.20
3597,0.16
3599,0.18
3600,0.09
3602,0.07
3607,0.05
3608,0.17
3609,0.07
3611,0.01
3616,0.05
3620,0.07
3621,0.03
3622,0.17
3625,0.82
3628,0.50
3630,0.04
36401,0.27
3635,0.09
36406,0.01
3641,0.15
3642,0.25
36411,0.09
3644,0.20
3645,0.17
3646,0.07
3647,0.14
3651,0.57
3654,0.08
3655,0.05
3656,0.27
3660,0.13
3661,0.06
3663,0.25
3665,0.04
3669,0.13
3673,0.08
3674,0.10
3675,0.25
3676,0.20
3680,0.33
3694,0.50
3695,0.50
3698,0.50
3704,0.11
3706,0.00
3707,0.05
3709,0.12
3710,0.05
38313,0.15
3717,0.05
3722,0.34
3725,0.50
3728,0.72
3729,0.03
3732,0.20
3733,0.22
36502,0.25
36503,0.15
36505,0.41
36507,0.27
3740,0.38
36510,0.47
3743,0.14
3745,0.33
3747,0.29
3748,0.50
3750,0.03
3752,0.12
3753,0.67
3755,0.25
3760,0.05
3762,0.09
3766,0.18
3768,0.22
3770,0.45
3771,0.05
3773,0.15
3777,0.20
3779,0.06
3780,0.14
3784,0.14
3785,0.09
3786,0.07
3790,0.14
3792,0.00
3795,0.03
3798,0.20
3801,0.20
3802,0.07
3803,0.02
3807,0.15
3808,0.26
3809,0.04
3810,0.46
3811,0.06
3813,0.15
3814,0.17
3815,0.17
33404,0.26
3819,0.25
3820,0.14
33405,0.30
3824,0.20
3826,0.11
3827,0.14
3829,0.07
3833,0.12
36602,0.25
3835,0.17
36606,0.15
36607,0.06
3840,0.08
36611,0.71
3847,0.05
3854,0.50
3855,0.06
3857,0.04
3859,0.33
3861,0.03
3862,0.02
3868,0.50
3871,0.15
3876,0.01
3877,0.15
3882,0.26
3883,0.33
3886,0.06
3888,0.00
3890,0.17
3895,0.20
3897,0.06
3898,0.19
3899,0.11
3900,0.25
3903,0.02
3915,0.50
3916,0.23
3917,0.30
3921,0.06
3923,0.04
3924,0.20
3925,1.00
3927,0.03
3928,0.10
36700,0.15
36701,0.18
3935,0.20
3936,0.14
36705,1.00
3939,0.07
3941,0.04
3946,0.12
3949,0.07
3951,0.09
3952,0.31
3958,0.19
3964,0.17
3966,0.02
3969,0.13
3971,0.10
3977,0.25
3980,0.06
3981,0.08
3982,0.08
3987,0.12
3988,0.17
3996,0.20
3997,0.29
3998,0.29
4002,0.02
4003,0.18
4004,0.14
4009,0.17
4011,0.05
4013,0.06
4014,0.40
4015,0.20
4018,0.39
4024,0.33
4028,0.17
4030,0.13
4033,0.07
4034,0.07
4036,0.25
4037,0.07
36807,0.15
4043,0.03
36812,0.31
4045,0.12
4046,0.29
4048,0.04
4053,0.03
4056,0.10
4058,0.50
4062,0.09
4069,0.29
4070,0.11
4074,0.18
4075,0.22
4077,0.06
4083,0.23
4084,0.14
4086,0.04
4099,0.02
4100,0.33
4102,0.02
38913,0.05
4106,0.25
4111,0.06
4112,0.17
4113,0.27
4116,0.02
4117,0.06
4120,0.10
4123,0.05
4124,0.50
4126,0.08
4128,0.02
4130,0.41
4132,0.43
4133,0.40
4134,0.33
36903,1.00
4137,0.04
4138,0.07
4139,0.06
4142,0.25
36911,0.43
4146,0.06
4149,0.04
4155,0.02
4157,0.33
4160,0.10
4163,0.08
4164,0.29
4165,0.33
4166,0.08
4167,0.12
4171,0.29
4173,0.22
4178,0.06
4180,0.02
4184,0.21
4190,0.07
4192,0.11
4194,0.33
4195,0.17
4196,0.50
4202,0.31
4204,0.11
4206,0.28
4208,0.12
4209,0.08
4211,0.30
4213,0.33
4220,0.03
4226,0.24
4227,0.50
37000,1.00
4233,0.25
4234,0.09
37005,0.33
37006,0.01
4239,0.05
4240,0.21
4241,0.06
4242,0.31
37011,0.50
37012,0.04
4248,0.08
4252,0.11
4257,0.10
4260,0.06
4263,0.17
4265,0.40
4266,0.33
4267,0.05
4268,0.10
4270,0.75
4271,0.17
4272,0.14
4273,0.07
4274,0.10
4275,0.33
4279,0.08
4283,0.60
4285,0.20
4287,0.02
4291,0.27
4292,0.22
4294,0.07
4297,0.22
4299,0.16
4300,0.50
4302,0.07
4303,1.00
4306,0.11
4308,0.08
4309,0.02
4312,0.22
4320,0.03
4322,0.14
4327,0.25
4328,0.08
4331,0.06
37100,0.03
37101,0.98
37102,0.67
4335,0.38
37109,1.00
4342,0.15
37111,0.15
37112,0.29
4345,0.11
4348,0.12
4351,0.04
4356,0.09
4361,0.40
4364,0.03
4367,0.57
4369,0.04
4372,0.25
4374,0.50
4377,0.08
4381,0.14
4382,0.75
4383,0.11
4389,0.11
4393,0.05
4395,0.33
4405,0.30
4407,0.05
33503,0.07
4414,0.12
4426,0.40
4427,0.13
4428,0.08
4429,0.14
4430,0.17
4431,0.33
37200,0.11
37201,0.26
4434,0.18
4438,0.50
37207,0.00
37208,0.26
4441,0.28
37210,0.11
37211,0.45
37215,0.05
4448,0.33
4450,0.21
4451,0.08
4452,0.10
33510,0.41
4455,0.50
4457,0.08
4462,0.59
4467,0.09
4468,0.18
33513,1.00
4472,0.05
4477,0.29
4478,0.11
4479,0.08
4484,0.17
4485,0.50
4487,0.04
4489,0.04
4498,0.17
4502,0.27
4504,0.14
4511,0.12
4515,0.17
4517,0.17
4519,0.08
4523,0.02
4528,0.02
4529,0.50
4530,0.10
4531,0.25
37301,0.21
37302,0.21
4535,0.10
37304,1.00
37306,0.25
37307,0.06
4540,0.25
4542,0.17
4543,0.08
4545,0.16
4546,0.03
37315,1.00
4551,0.17
4554,0.14
4564,1.00
4568,0.04
4569,0.06
4570,0.08
4573,0.20
4575,0.26
4576,0.64
4577,0.04
4579,0.07
4581,0.14
4582,0.03
4583,0.05
4584,0.10
4586,0.21
4595,0.25
4597,0.26
4599,0.16
4601,0.67
4606,0.14
4609,0.11
4610,0.33
4614,0.50
4615,0.33
4617,0.14
4619,0.28
4621,0.17
4627,0.20
4628,0.14
4631,0.33
37400,0.67
37403,0.31
4636,0.05
37405,0.44
4638,0.06
37407,0.29
4640,0.18
4643,0.10
37412,0.20
4645,0.15
37414,0.39
4647,0.56
4649,0.03
4651,0.20
4655,0.14
4660,0.00
4661,0.01
4663,0.00
4664,0.03
4669,0.08
4672,0.40
4673,0.10
4674,0.29
4675,0.05
4676,0.19
4677,0.06
4682,1.00
4684,0.20
4687,0.04
4691,1.00
4694,0.55
4696,0.01
4697,0.11
4700,0.10
4701,0.06
4702,0.14
4703,0.50
4710,0.12
4714,0.15
4720,0.17
4725,0.25
4726,0.20
4728,0.11
37500,1.00
37502,0.15
37505,0.42
37507,0.41
37509,0.20
37510,0.23
37511,1.00
43803,0.24
37513,0.14
4746,0.30
4747,1.00
4748,0.05
4749,0.25
4753,0.08
4754,0.09
4759,0.07
4761,0.20
4768,0.30
4769,0.30
4771,0.03
4775,0.07
4776,0.08
4780,0.56
4784,0.04
4785,0.06
4786,0.14
4787,0.50
4789,0.05
4790,0.25
4792,0.10
4793,0.14
4799,0.67
4801,0.06
4805,0.08
4807,0.00
4808,0.17
4814,0.21
4816,0.40
4823,0.09
4827,0.12
4828,0.07
4832,0.43
4833,0.01
37602,0.33
37603,0.57
37606,0.33
4840,0.50
4841,0.20
37611,0.06
4845,0.50
4846,0.03
37615,0.32
4848,0.12
4852,0.33
4855,0.27
4856,0.01
4857,0.11
4860,0.00
4861,0.38
4865,0.15
4866,0.10
4867,0.07
4869,0.03
4872,0.41
4877,0.20
4882,0.17
4883,0.11
4885,0.10
4888,0.03
4891,0.50
4894,0.25
4895,0.25
4897,0.11
4901,0.14
4903,0.16
4905,0.12
4906,0.24
4907,0.50
4908,0.03
4909,0.00
4912,0.06
4924,0.39
4926,0.06
4929,0.03
4930,0.05
4931,0.13
4932,0.22
37702,0.15
4938,0.33
4941,0.20
4942,0.26
37711,1.00
4944,0.40
4945,0.01
4946,0.50
4949,1.00
4951,0.03
4953,0.04
4958,0.41
4960,0.40
4962,0.14
4964,0.09
4965,0.35
4967,0.71
4970,0.20
4973,0.02
4974,0.10
4975,0.07
4976,0.11
4981,0.33
4983,0.11
4984,0.23
4986,0.07
4989,0.05
4992,0.10
32900,0.32
33601,0.17
5001,0.23
5003,0.04
5004,0.05
5006,0.14
5009,0.11
5010,0.05
5013,0.20
5015,0.06
5018,0.21
5022,0.05
5025,0.67
5027,0.05
