mid,get_then_use_coupon
8527,0.08
336,0.40
8533,0.01
342,0.07
8535,0.60
8536,0.11
346,0.20
347,0.04
350,0.08
351,0.26
8545,0.01
8546,0.03
355,0.05
357,0.30
359,0.17
8557,0.30
8558,0.23
8560,0.10
8563,0.10
62,0.25
8566,0.14
375,0.39
8570,0.07
380,0.14
8573,0.09
382,0.18
8575,0.10
384,0.07
386,0.10
388,0.03
389,0.08
390,0.30
391,0.06
392,0.30
8585,0.25
395,0.05
8588,0.03
397,0.07
398,0.03
399,0.60
8594,0.01
407,0.60
8601,0.70
410,0.04
411,0.06
8605,0.50
414,0.50
8607,0.13
8608,0.45
419,0.40
8613,0.04
8614,0.08
423,0.38
8616,0.06
8619,0.07
431,0.07
433,0.20
434,0.08
8630,0.25
8632,0.03
441,0.31
8634,0.40
8636,0.04
8638,0.11
449,0.40
450,0.01
451,0.02
456,0.05
8651,0.03
8653,0.04
8654,0.33
463,0.03
8656,0.02
8658,0.14
8660,0.03
8661,0.02
8662,0.07
8664,0.20
8666,0.02
477,0.05
478,0.02
8673,0.04
483,0.06
8678,0.05
8679,0.14
490,0.15
492,0.08
82,0.14
496,0.08
8693,0.18
503,0.09
8697,0.07
8699,0.15
508,0.07
8702,0.09
8277,0.02
512,0.16
517,0.69
8710,0.64
519,0.15
8712,0.10
8713,0.25
523,0.30
8721,0.02
531,0.06
8724,0.04
8728,0.09
539,0.06
540,0.11
8733,0.03
8734,0.04
8736,0.03
545,0.14
547,0.12
555,0.04
8752,0.08
561,0.03
564,0.08
8286,0.07
567,0.09
570,0.09
8763,0.11
574,0.04
576,0.01
8771,0.01
8772,0.07
8773,0.03
582,0.04
8775,0.15
8778,0.20
8780,0.50
589,0.18
592,0.14
8786,0.07
599,0.11
100,0.17
8795,0.02
8796,0.80
20,0.03
607,0.29
8800,0.04
8801,0.15
611,0.09
8806,0.08
8807,0.11
8808,0.10
8809,0.14
618,0.03
619,0.06
8812,0.26
628,0.08
629,0.00
632,0.25
8827,0.20
8828,0.07
637,0.08
8830,0.30
8831,0.04
642,0.33
107,0.38
646,0.25
647,0.30
648,0.08
8843,0.03
8844,0.00
654,0.17
656,0.08
8850,0.07
277,0.70
664,0.03
665,0.06
670,0.16
672,0.29
673,0.17
674,0.04
675,0.75
113,0.04
680,0.03
683,0.01
685,0.26
687,0.11
33,0.25
698,0.15
699,0.02
702,0.20
705,0.30
707,0.03
709,0.03
714,0.40
715,0.14
716,0.70
718,0.50
721,0.14
724,0.07
729,0.05
733,0.40
734,0.16
735,0.25
736,0.20
741,0.05
742,0.08
743,0.12
745,0.14
747,0.12
748,0.43
752,0.25
755,0.01
760,0.02
768,0.83
772,0.07
775,0.04
776,0.60
777,0.10
780,0.12
782,0.20
792,0.04
793,0.40
796,0.03
797,0.08
798,0.04
800,0.06
805,0.80
806,0.15
807,0.40
809,0.03
810,0.20
814,0.03
819,0.06
822,0.15
823,0.43
824,0.06
827,0.30
834,0.20
841,0.40
850,0.13
853,0.30
857,0.31
859,0.06
861,0.31
866,0.22
874,0.38
876,0.01
889,0.10
891,0.33
892,0.01
902,0.50
904,0.06
909,0.20
913,0.12
924,0.08
931,0.25
934,0.31
937,0.29
939,0.17
8349,0.01
944,0.20
947,0.17
951,0.03
952,0.08
958,0.02
959,0.07
963,0.23
966,0.10
969,0.36
970,0.08
974,0.01
979,0.23
984,0.03
986,0.03
989,0.14
8357,0.06
994,0.04
995,0.25
996,0.11
997,0.25
998,0.14
1001,0.25
1007,0.25
1011,0.02
1013,0.02
1015,0.02
1022,0.70
1023,0.12
1028,0.33
1029,0.25
1035,0.02
1037,0.02
1041,0.02
1050,0.17
1052,0.08
1057,0.05
1061,0.02
1065,0.04
1071,0.10
1072,0.04
1073,0.01
1075,0.11
1076,0.25
1080,0.01
1091,0.06
1095,0.09
1096,0.06
183,0.80
1114,0.25
1115,0.14
1118,0.05
1125,0.04
1131,0.50
1132,0.60
1136,0.11
1148,0.06
1153,0.10
1157,0.08
1159,0.03
1160,0.09
1161,0.17
194,0.20
1169,0.03
1175,0.20
1182,0.05
1183,0.08
1185,0.33
1187,0.03
1188,0.20
1193,0.21
1194,0.09
1197,0.09
1200,0.25
1213,0.05
1216,0.12
1219,0.13
1226,0.17
1235,0.25
1238,0.40
1240,0.08
1242,0.06
1243,0.03
1244,0.01
1246,0.33
1253,0.09
1256,0.06
210,0.09
1264,0.17
1265,0.17
1266,0.03
1268,0.25
1270,0.10
1274,0.14
1280,0.08
1282,0.04
1284,0.07
1286,0.11
1287,0.11
1288,0.05
1292,0.17
1294,0.40
1296,0.20
1297,0.22
1298,0.02
1300,0.09
1301,0.21
1303,0.70
8410,0.06
1310,0.04
1317,0.05
1318,0.10
1320,0.03
1322,0.06
1326,0.70
1336,0.02
1338,0.20
1353,0.07
1355,0.30
1356,0.09
1360,0.07
1361,0.18
1366,0.07
1379,0.07
1382,0.14
1386,0.17
1389,0.07
1390,0.02
1398,0.04
1403,0.01
1407,0.30
1412,0.04
1414,0.20
1422,0.36
1430,0.02
1433,0.01
1434,0.53
1438,0.08
1440,0.08
1442,0.08
1447,0.14
1448,0.03
1453,0.05
1461,0.12
1464,0.40
1468,0.22
1469,0.02
1472,0.02
1474,0.30
8438,0.02
1481,0.14
1486,0.20
1487,0.07
1491,0.02
1493,0.18
1495,0.01
1498,0.05
1511,0.25
1520,0.09
1522,0.11
1526,0.02
1528,0.03
1529,0.13
1530,0.04
1531,0.30
1532,0.17
1541,0.10
1542,0.12
1543,0.14
1544,0.18
1546,0.30
1553,0.03
1560,0.01
1565,0.17
1568,0.30
1569,0.00
1576,0.04
1578,0.25
1581,0.20
1583,0.29
1585,0.10
1588,0.04
1597,0.14
1599,0.17
1601,0.09
1605,0.15
1613,0.02
1614,0.64
1618,0.17
1623,0.04
1631,0.05
1636,0.03
1637,0.01
1638,0.03
1644,0.07
1645,0.25
1646,0.04
1647,0.07
1648,0.02
1653,0.02
1654,0.12
1655,0.04
1656,0.02
1662,0.08
1663,0.06
1675,0.17
1676,0.11
1680,0.17
1682,0.20
281,0.04
1693,0.04
1697,0.08
1700,0.20
1702,0.38
1708,0.17
1715,0.03
1717,0.58
1718,0.07
1722,0.29
1723,0.20
1725,0.16
1730,0.23
1732,0.11
1735,0.01
1736,0.17
1738,0.07
1740,0.40
1742,0.02
1744,0.40
1749,0.37
1751,0.06
1752,0.40
1754,0.05
1757,0.40
1772,0.06
1775,0.22
1776,0.03
1778,0.20
1779,0.30
1784,0.08
1786,0.11
1791,0.23
1793,0.15
1798,0.09
1801,0.80
1803,0.18
1805,0.06
1807,0.02
1809,0.07
1810,0.03
1812,0.02
1820,0.27
1827,0.38
1829,0.38
1830,0.05
1831,0.11
3607,0.05
1839,0.00
1841,0.15
1848,0.22
1851,0.09
1855,0.06
1860,0.01
1865,0.12
1872,0.06
1874,0.30
1876,0.04
1880,0.04
1884,0.25
314,0.02
1886,0.25
1888,0.45
1891,0.50
1892,0.03
1893,0.36
1896,0.20
8508,0.07
1898,0.21
1905,0.02
1913,0.02
1915,0.18
1916,0.06
1921,0.14
1923,0.03
1925,0.20
1927,0.05
1929,0.11
1931,0.08
1932,0.80
1936,0.01
1939,0.12
1941,0.04
1944,0.17
1945,0.12
1947,0.12
1948,0.24
1950,0.01
1951,0.04
1959,0.02
1962,0.44
1963,0.08
1968,0.03
328,0.06
1971,0.08
1975,0.15
1978,0.10
1984,0.25
1993,0.14
1998,0.03
2003,0.10
2007,0.06
2010,0.70
2014,0.25
2016,0.07
2017,0.30
2020,0.00
2022,0.02
2025,0.25
2028,0.33
2030,0.33
2035,0.30
2036,0.03
2037,0.30
2046,0.00
2050,0.02
2053,0.33
343,0.06
2062,0.25
2067,0.02
2069,0.02
2070,0.09
2075,0.07
2080,0.08
2081,0.11
2091,0.12
2092,0.06
2099,0.04
2100,0.60
2106,0.03
2107,0.15
2109,0.05
2113,0.40
2120,0.05
2121,0.70
2122,0.25
2127,0.08
2128,0.03
2130,0.10
2136,0.36
2138,0.25
2142,0.04
2144,0.07
2145,0.05
2146,0.00
2150,0.40
2157,0.17
2164,0.17
2166,0.07
2168,0.33
2169,0.05
2172,0.50
2177,0.11
2181,0.25
2186,0.14
2187,0.60
2195,0.09
2196,0.01
2198,0.02
2202,0.12
2203,0.07
2207,0.12
2208,0.12
2215,0.04
2217,0.20
2219,0.07
2222,0.14
2224,0.18
2225,0.12
2226,0.25
2227,0.10
2233,0.02
2237,0.12
2241,0.02
2244,0.12
2247,0.07
2257,0.07
2262,0.10
2264,0.13
2267,0.05
2268,0.10
2269,0.03
2277,0.00
2279,0.33
2281,0.05
2285,0.02
2287,0.11
2288,0.22
2296,0.14
2301,0.06
2308,0.01
2311,0.33
2313,0.09
2314,0.24
2319,0.09
2320,0.07
2321,0.06
2322,0.02
8580,0.03
2331,0.10
2333,0.00
2334,0.03
2335,0.70
2339,0.12
8534,0.40
2342,0.08
2345,0.16
2352,0.06
2361,0.06
2363,0.11
2365,0.03
2374,0.14
2382,0.02
2390,0.38
2399,0.15
2400,0.04
2403,0.12
2404,0.07
2408,0.02
2420,0.00
2422,0.08
2430,0.05
2433,0.09
2435,0.03
2436,0.02
2437,0.04
2438,0.05
2440,0.10
2441,0.56
2442,0.05
2445,0.33
2450,0.29
2454,0.12
2458,0.22
2460,0.08
2461,0.09
2463,0.17
2469,0.06
2479,0.01
2487,0.08
2488,0.21
2491,0.15
2496,0.05
416,0.05
2498,0.10
2503,0.20
2504,0.07
2505,0.80
2510,0.17
8267,0.07
2519,0.03
2520,0.25
2531,0.11
2532,0.02
422,0.30
2543,0.20
2545,0.08
2549,0.05
2552,0.25
2554,0.12
2558,0.01
2559,0.17
2560,0.09
2561,0.12
2566,0.06
2567,0.04
2576,0.08
2582,0.10
2583,0.30
2585,0.06
2586,0.07
2587,0.25
2592,0.06
2593,0.14
2596,0.14
2602,0.22
2606,0.33
2609,0.06
2610,0.09
2613,0.40
2614,0.30
2615,0.07
2616,0.09
2619,0.18
2622,0.03
2625,0.60
2634,0.00
2635,0.28
2645,0.14
2646,0.17
2652,0.02
442,0.06
2655,0.41
2656,0.08
2658,0.17
2661,0.01
2667,0.03
2668,0.06
2671,0.33
2675,0.48
2676,0.02
2678,0.07
2679,0.07
2682,0.09
2685,0.25
2691,0.03
2693,0.01
8641,0.04
2701,0.10
2702,0.10
2703,0.09
2705,0.14
2707,0.06
2709,0.00
2714,0.03
2722,0.14
2723,0.12
2726,0.07
2731,0.13
2736,0.10
2737,0.25
2738,0.02
2746,0.70
2749,0.03
459,0.40
2756,0.05
2757,0.07
2762,0.02
2765,0.15
2772,0.08
2779,0.40
2780,0.03
2781,0.07
2784,0.06
464,0.04
2786,0.04
2804,0.01
2811,0.05
2813,0.03
2823,0.08
2825,0.30
2834,0.17
2835,0.13
2839,0.25
2842,0.08
2847,0.17
2848,0.43
2852,0.01
2854,0.01
2855,0.25
2857,0.02
2869,0.09
2872,0.03
2876,0.80
2878,0.17
2879,0.60
2883,0.30
2885,0.08
2887,0.09
2889,0.25
2899,0.04
2902,0.05
2909,0.10
2911,0.30
2913,0.07
2914,0.02
2919,0.40
2923,0.37
2926,0.06
2930,0.22
2932,0.06
2934,0.06
2940,0.44
2941,0.04
2942,0.17
2944,1.00
2957,0.16
2961,0.17
2963,0.02
2969,0.04
2970,0.01
2973,0.15
2975,0.04
2976,0.11
8688,0.01
2979,0.05
2981,0.29
2982,0.02
2985,0.25
2989,0.17
2990,0.06
2995,0.08
2999,0.03
3004,0.30
3005,0.30
3007,0.11
3009,0.50
3013,0.08
3018,0.14
3022,0.14
3025,0.11
3028,0.06
3031,0.25
3035,0.03
3038,0.10
3045,0.04
3046,0.02
3047,0.25
8700,0.30
3062,0.04
3067,0.14
3071,0.04
3072,0.01
3074,0.05
3075,0.01
3076,0.12
3081,0.30
3091,0.11
3096,0.36
3097,0.17
3101,0.03
3102,0.21
3104,0.17
3105,0.14
3110,0.25
3112,0.13
3114,0.21
3117,0.00
3120,0.20
3123,0.34
3124,0.40
3127,0.12
3131,0.14
3133,0.75
3137,0.40
3139,0.07
3140,0.30
3141,0.70
3155,0.03
3158,0.04
3159,0.11
3162,0.30
3163,0.07
3164,0.11
3165,0.09
3168,0.03
3170,0.02
3171,0.11
3172,0.03
3173,0.01
3174,0.25
3175,0.03
3182,0.05
3184,0.70
3189,0.29
3192,0.75
3196,0.08
3199,0.06
3202,0.40
3203,0.14
3205,0.31
3210,0.05
3218,0.04
3222,0.05
3231,0.04
3232,0.16
3233,0.44
3236,0.50
3239,0.73
3240,0.04
3241,0.05
3245,0.03
3248,0.30
3251,0.03
381,0.80
3256,0.25
3257,0.18
3267,0.11
3269,0.03
3273,0.07
3279,0.07
3282,0.12
3283,0.15
3284,0.08
3288,0.16
3291,0.04
3293,0.04
3298,0.07
3299,0.05
3301,0.05
3305,0.06
3310,0.06
3312,0.06
3315,0.05
3318,0.11
3322,0.15
3328,0.14
3333,0.33
3337,0.04
3339,0.05
3342,0.06
3349,0.06
3353,0.06
3360,0.18
3362,0.03
3367,0.02
3370,0.07
3378,0.14
3379,0.08
3381,0.01
3387,0.06
3390,0.01
3391,0.40
3394,0.27
3398,0.02
3401,0.50
3403,0.12
3405,0.70
3406,0.02
3419,0.07
3426,0.25
3431,0.09
3434,0.17
3441,0.09
3442,0.04
3447,0.01
3449,0.01
3450,0.10
3462,0.04
3468,0.06
3472,0.03
3473,0.22
3477,0.11
3479,0.03
3480,0.02
3482,0.06
3483,0.40
3488,0.01
3489,0.05
3492,0.17
3493,0.21
3499,0.03
3505,0.03
3507,0.03
3512,0.02
3513,0.02
3518,0.03
3519,0.05
3522,0.50
3525,0.03
3527,0.10
3529,0.08
3532,0.05
3533,0.18
3534,0.14
3537,0.08
3539,0.12
3545,0.07
3546,0.13
3547,0.22
3549,0.33
3550,0.02
3551,0.01
3552,0.20
3555,0.04
3557,0.19
3559,0.04
3561,0.02
3567,0.02
3568,0.32
3569,0.21
3570,0.21
3571,0.10
3573,0.06
3574,0.05
3584,0.14
3589,0.03
3594,0.10
3597,0.09
3599,0.07
3602,0.03
8793,0.12
3608,0.11
3611,0.00
3616,0.04
3621,0.02
3622,0.08
3625,0.72
3628,0.31
3630,0.03
3641,0.07
3642,0.25
3645,0.17
3646,0.04
3647,0.14
3651,0.29
3654,0.08
3655,0.04
3656,0.09
3660,0.07
3661,0.06
3663,0.10
3665,0.04
3673,0.03
3674,0.05
3675,0.25
3676,0.20
615,0.06
3694,0.40
3695,0.40
3698,0.25
3706,0.00
3707,0.05
3710,0.03
3717,0.02
620,0.02
3722,0.19
3725,0.25
3728,0.67
3732,0.05
3733,0.11
3740,0.25
3743,0.14
3745,0.17
3747,0.14
3750,0.03
3752,0.06
3753,0.50
3755,0.19
3762,0.05
3766,0.07
3768,0.22
3770,0.19
3773,0.08
3777,0.08
3779,0.06
3784,0.14
3785,0.06
3786,0.04
3790,0.14
3792,0.00
3795,0.03
3798,0.20
3801,0.20
3803,0.02
3807,0.07
3808,0.05
3809,0.03
3810,0.42
3813,0.11
3815,0.17
3819,0.25
3820,0.14
3823,0.43
3824,0.20
3826,0.05
638,0.03
3833,0.12
3835,0.17
3847,0.02
3857,0.04
3859,0.30
3861,0.03
3868,0.50
3871,0.14
3876,0.01
3877,0.08
129,0.14
3882,0.21
3886,0.04
3888,0.00
8840,0.04
3890,0.08
3895,0.20
3897,0.02
3898,0.12
3899,0.09
3900,0.25
651,0.11
3916,0.19
3917,0.12
3923,0.04
8314,0.09
3927,0.01
3928,0.06
3935,0.20
3939,0.07
3949,0.07
3951,0.04
3952,0.19
3958,0.03
3969,0.07
3971,0.06
3977,0.25
3980,0.03
3981,0.08
3982,0.08
8856,0.03
3987,0.05
3988,0.17
3997,0.08
3998,0.14
4002,0.02
4003,0.18
4009,0.17
4011,0.03
4014,0.40
4018,0.28
4024,0.30
4028,0.17
4030,0.10
4033,0.07
4037,0.03
4043,0.02
4045,0.12
4046,0.29
4048,0.02
4053,0.01
4056,0.05
4058,0.40
4069,0.14
4070,0.06
4074,0.18
4075,0.11
4077,0.06
4083,0.13
4084,0.09
4086,0.04
4099,0.02
4100,0.11
4111,0.06
4112,0.17
4113,0.13
4116,0.01
4117,0.04
4120,0.10
4124,0.17
4130,0.30
4132,0.43
4133,0.40
4134,0.30
4137,0.04
4142,0.15
4146,0.06
4149,0.04
4157,0.17
4160,0.05
4163,0.08
4165,0.30
4171,0.12
4173,0.12
4178,0.06
4184,0.14
4192,0.11
4194,0.30
4195,0.09
4196,0.40
4202,0.19
4204,0.11
4206,0.20
4208,0.05
4209,0.08
4211,0.10
4213,0.30
4220,0.01
4226,0.05
4233,0.25
4234,0.07
4237,0.08
4241,0.06
4242,0.12
4248,0.08
4252,0.11
4257,0.05
4260,0.02
4263,0.17
4265,0.36
4270,0.75
4272,0.04
4275,0.09
4279,0.04
4283,0.20
4285,0.20
4291,0.10
4292,0.22
4294,0.07
4297,0.22
4299,0.11
4300,0.40
4303,0.80
4306,0.06
4308,0.06
4309,0.02
4320,0.03
4322,0.07
4327,0.20
4328,0.08
4331,0.04
4345,0.11
4356,0.03
4361,0.20
4364,0.03
4367,0.33
4369,0.04
4372,0.25
4377,0.02
4381,0.14
4382,0.50
4389,0.05
4393,0.05
4395,0.25
4405,0.14
4407,0.05
4414,0.12
4426,0.40
4427,0.08
4429,0.14
4430,0.17
4431,0.25
4433,0.01
4434,0.07
4438,0.50
4441,0.10
4442,0.01
4447,0.04
4448,0.33
4450,0.21
4451,0.06
4462,0.41
8332,0.40
4467,0.03
4468,0.18
4471,0.06
4472,0.05
4477,0.29
4479,0.08
4484,0.07
4485,0.50
4489,0.04
4498,0.08
4511,0.12
4515,0.11
4517,0.17
4519,0.08
4523,0.01
4529,0.40
4530,0.05
4531,0.25
4533,0.03
4535,0.10
4536,0.03
4540,0.25
4542,0.06
4543,0.04
4545,0.16
4546,0.03
4551,0.17
4554,0.14
4564,0.70
4568,0.04
4569,0.04
4570,0.03
4573,0.20
4575,0.09
4576,0.32
4577,0.02
4579,0.04
4581,0.07
4582,0.03
4583,0.04
4584,0.05
4586,0.14
4595,0.08
4597,0.15
4599,0.11
4601,0.60
4606,0.05
4609,0.11
4610,0.30
4614,0.40
4617,0.05
4619,0.22
4621,0.17
4628,0.14
4631,0.30
4636,0.02
4638,0.06
4640,0.06
4643,0.06
4644,0.17
4646,0.22
4649,0.03
4651,0.10
4655,0.14
4660,0.00
4661,0.01
4663,0.00
4664,0.03
4672,0.40
4673,0.05
4674,0.21
4675,0.01
4676,0.06
4687,0.03
4691,0.75
4694,0.36
4697,0.11
4700,0.03
4702,0.14
4703,0.40
4710,0.12
4714,0.15
4720,0.06
4725,0.25
4726,0.20
4728,0.09
4734,0.05
4746,0.17
4747,0.70
4748,0.04
4749,0.17
4753,0.06
4754,0.09
4759,0.03
4768,0.10
4769,0.30
4775,0.07
4780,0.44
4784,0.04
4785,0.06
4787,0.40
4793,0.07
4799,0.17
4805,0.08
4808,0.11
4814,0.21
4816,0.20
4823,0.09
4827,0.08
4828,0.07
4832,0.33
4833,0.01
4840,0.33
4845,0.50
4846,0.03
4852,0.17
4855,0.20
4856,0.01
4857,0.11
4860,0.00
4861,0.38
4865,0.05
4869,0.02
4872,0.24
4877,0.20
4883,0.06
4885,0.03
4888,0.03
4891,0.40
4894,0.17
4897,0.11
4901,0.14
4903,0.16
4905,0.12
4906,0.10
4907,0.25
4909,0.00
4912,0.03
4924,0.22
4926,0.04
4930,0.03
4931,0.13
4932,0.22
4934,0.30
4942,0.26
4944,0.40
4946,0.50
4951,0.02
4953,0.02
4958,0.35
4960,0.30
4962,0.14
4965,0.06
4967,0.71
4973,0.02
4975,0.07
4976,0.11
4981,0.30
4983,0.11
4986,0.07
4992,0.03
5001,0.14
5003,0.01
5006,0.09
5009,0.11
5010,0.03
5013,0.20
5015,0.03
5018,0.06
5022,0.05
5025,0.60
5027,0.05
5028,0.11
5029,0.09
5031,0.30
5032,0.01
5033,0.17
5036,0.08
5038,0.03
5039,0.04
5040,0.03
5041,0.01
5042,0.17
5045,0.09
5049,0.70
5053,0.01
5070,0.04
5074,0.01
5078,0.20
5084,0.13
5089,0.38
5091,0.04
5095,0.70
5097,0.08
5105,0.05
5106,0.12
5109,0.06
5111,0.04
5113,0.00
5114,0.30
5116,0.02
5120,0.01
5123,0.02
5124,0.04
5127,0.06
5132,0.16
5135,0.27
5138,0.10
5140,0.04
5142,0.20
5143,0.05
5144,0.30
5147,0.01
5150,0.70
5152,0.03
5155,0.02
5158,0.03
5163,0.03
5179,0.02
5182,0.20
5189,0.30
5192,0.21
5199,0.08
5202,0.02
5206,0.07
5210,0.09
5211,0.05
5212,0.60
5213,0.04
5219,0.06
5221,0.12
5223,0.12
5225,0.24
5232,0.08
5233,0.13
5236,0.05
5237,0.06
5253,0.03
5256,0.08
5257,0.09
5259,0.08
5261,0.02
5265,0.04
5266,0.30
5270,0.00
5274,0.07
5276,0.40
5281,0.25
5288,0.06
5289,0.15
5294,0.03
5297,0.04
5300,0.20
5301,0.10
5310,0.41
5312,0.50
5322,0.40
5327,0.08
5331,0.09
5332,0.13
5337,0.22
5338,0.07
5341,0.06
5345,0.04
5348,0.30
5350,0.14
5351,0.08
5353,0.02
5356,0.04
5362,0.05
5363,0.03
5369,0.05
5371,0.02
5374,0.20
5377,0.14
5381,0.40
5398,0.14
5403,0.60
5406,0.20
5408,0.01
5413,0.01
5421,0.20
5423,0.02
5429,0.01
5472,0.05
5474,0.13
5477,0.04
5479,0.04
5480,0.10
5481,0.04
5483,0.10
5490,0.06
5507,0.27
5509,0.04
5512,0.06
5513,0.12
5516,0.06
5518,0.30
5524,0.05
5527,0.21
5535,0.07
5538,0.29
5542,0.40
5544,0.40
5545,0.05
5549,0.10
5551,0.10
5556,0.02
5557,0.02
5558,0.25
5559,0.04
5574,0.06
5581,0.40
5582,0.21
5585,0.03
5590,0.03
5591,0.07
5595,0.11
5596,0.15
5598,0.17
5599,0.12
5601,0.24
5608,0.04
5614,0.03
5618,0.05
5619,0.20
5628,0.14
5630,0.32
5632,0.01
8371,0.50
5639,0.07
5644,0.25
5647,0.52
5649,0.33
5651,0.02
5654,0.20
5664,0.06
5672,0.05
5673,0.06
5681,0.04
5682,0.25
5685,0.16
5687,0.33
5688,0.02
5689,0.03
5696,0.03
5697,0.10
5701,0.07
5704,0.04
5706,0.08
5707,0.33
5709,0.03
5711,0.17
5713,0.03
5716,0.12
5717,0.00
5734,0.05
5735,0.80
5736,0.03
5737,0.25
5742,0.33
5752,0.07
5753,0.30
5755,0.00
5757,0.14
5760,0.25
5761,0.07
5762,0.08
5769,0.07
5771,0.11
5773,0.19
5774,0.03
5775,0.04
5777,0.07
5783,0.38
5787,0.03
5789,0.04
5791,0.21
5794,0.20
5796,0.15
5800,0.05
5801,0.08
5803,0.04
5812,0.12
5813,0.05
5815,0.07
5818,0.03
5821,0.02
5826,0.08
5828,0.04
5829,0.01
5841,0.08
5842,0.20
5843,0.06
5846,0.03
5848,0.22
5850,0.10
5851,0.05
5855,0.06
5858,0.04
5866,0.01
5870,0.06
5871,0.14
5875,0.04
5876,0.40
5877,0.12
5881,0.10
5884,0.11
5888,0.07
5892,0.09
5895,0.70
5896,0.18
5908,0.11
5910,0.05
5915,0.25
5916,0.17
5917,0.40
5926,0.14
5928,0.05
5937,0.10
5939,0.06
5940,0.25
5946,0.27
5953,0.14
5954,0.06
5956,0.05
5958,0.28
5960,0.14
5963,0.04
5965,0.01
5968,0.22
5970,0.08
5971,0.03
5974,0.03
5985,0.15
5988,0.12
5998,0.27
6000,0.03
6005,0.07
6009,0.32
6010,0.12
6016,0.13
6020,0.04
6021,0.01
6024,0.18
6025,0.05
6027,0.11
6029,0.01
6031,0.07
6033,0.05
6034,0.07
6041,0.20
6043,0.05
6044,0.03
6056,0.12
6059,0.31
6060,0.02
6064,0.70
6066,0.03
6081,0.80
6083,0.10
6084,0.02
6085,0.01
6089,0.05
6090,0.05
6092,0.11
6094,0.10
6101,0.18
6106,0.02
6113,0.40
6121,0.08
6127,0.25
6128,0.37
6134,0.00
6135,0.16
6138,0.20
6142,0.30
6144,0.10
6145,0.03
6153,0.12
6154,0.79
6164,0.18
6168,0.02
6173,0.06
6175,0.12
6176,0.20
6181,0.22
6182,0.04
6183,0.08
6184,0.03
6186,0.14
6189,0.21
6193,0.18
6195,0.07
6196,0.25
6200,0.38
6209,0.29
6210,0.02
6216,0.31
6220,0.17
6223,0.06
6224,0.03
6231,0.30
6233,0.12
6238,0.09
6241,0.27
6243,0.10
6252,0.20
6253,0.24
6255,0.05
6259,0.04
6266,0.70
6276,0.50
6277,0.12
6278,0.17
6279,0.17
6280,0.08
6283,0.14
6284,0.00
6285,0.06
6287,0.30
6288,0.01
6296,0.40
6297,0.07
6298,0.11
6299,0.25
6300,0.07
6312,0.11
6316,0.03
6317,0.09
6321,0.03
6329,0.08
6333,0.07
6336,0.02
6339,0.10
6340,0.10
6342,0.09
6348,0.22
6349,0.14
6351,0.25
6352,0.15
6359,0.02
6361,0.02
6362,0.03
6363,0.07
6364,0.17
6366,0.20
6371,0.03
6372,0.01
6375,0.08
6378,0.02
6379,0.20
6380,0.04
6388,0.05
6389,0.20
6395,0.03
6401,0.07
6403,0.16
6405,0.02
6409,0.07
6410,0.20
6412,0.04
6414,0.22
6416,0.10
6418,0.02
6422,0.05
6424,0.00
6429,0.20
6434,0.00
6440,0.06
6453,0.07
6454,0.00
6457,0.33
6460,0.09
6463,0.14
6466,0.18
6468,0.08
6475,0.05
6481,0.02
6483,0.21
6485,0.09
